MonthYear_Date,ActionGeo_CountryCode,count
201610,GY,6125
201610,SE,1490
201601,HO,2875
201508,VQ,473
201608,TW,12179
201507,MC,743
201605,IV,2229
201612,AE,17675
201709,MU,3206
201602,WZ,1654
201706,EC,1916
201604,NL,23170
201507,MD,2109
201601,BA,12721
201601,PE,5937
201705,NH,884
201504,MU,5710
201509,LS,164
201608,LS,359
201707,IM,72
201608,NT,9
201505,PC,55
201506,WQ,7
201507,SA,40589
201502,WI,80
201701,SZ,32816
201608,LY,18827
201702,UP,36120
201702,SO,21517
201503,MX,33541
201507,VT,1632
201510,US,1814629
201601,VM,25278
201705,ZI,18769
201705,EK,832
201702,GB,860
201605,HO,3388
201709,WA,3049
201510,TK,20
201503,GQ,2580
201504,HU,7005
201508,TW,10908
201505,SG,2769
201610,AO,3901
201705,KV,1565
201709,NC,147
201704,TT,298
201704,LT,695
201703,PC,66
201609,SM,150
201604,FK,39
201702,PU,303
201708,MH,62
201707,CN,102
201608,RN,61
201504,SM,59
201505,ST,470
201704,WQ,4
201701,SB,3
201508,SZ,19889
201508,ER,2619
201508,FP,186
201702,VM,27905
201702,GA,7839
201702,NU,1472
201708,KE,37772
201607,CH,171778
201707,AJ,10717
201707,OC,326
201701,GL,1114
201512,DO,657
201503,HU,6522
201612,IR,70611
201612,CU,26910
201601,GJ,1592
201612,WI,322
201703,CF,4484
201706,UG,18748
201602,NZ,34378
201705,CB,9564
201701,SI,1699
201704,VE,16233
201607,SW,11235
201704,AJ,9308
201608,BO,6778
201610,MG,1685
201707,MC,606
201610,TS,4501
201705,RN,79
201503,BF,7738
201610,NH,877
201606,LT,1628
201608,SE,842
201708,SV,54
201504,LO,1980
201604,PC,39
201605,PU,361
201704,AN,89
201507,IM,113
201505,TV,108
201608,MZ,3484
201703,SF,78457
201512,NI,140322
201512,ZI,19621
201611,VM,32911
201603,RW,7660
201707,GY,4160
201503,SU,17935
201503,NP,10223
201511,NG,3356
201610,UP,24676
201510,SL,3644
201610,NI,153361
201709,GH,18223
201601,JA,49512
201512,GY,4721
201512,SC,301
201703,TD,7314
201506,IS,103762
201701,EN,3925
201706,RI,3394
201607,EI,52971
201704,FJ,5598
201604,GR,51982
201604,TZ,10834
201604,TT,972
201503,VT,1517
201504,TV,349
201707,IO,15
201709,TK,194
201603,FO,65
201506,SM,80
201702,BG,30887
201702,IZ,62972
201507,PM,4261
201512,BY,11948
201708,RW,7191
201603,EC,2785
201703,GJ,1354
201509,FJ,5776
201510,YI,155
201510,GV,4027
201606,IN,271663
201603,IC,2266
201601,EG,46160
201709,RQ,7116
201709,CD,3011
201706,IC,2327
201604,AR,9358
201509,TD,5854
201609,WI,374
201504,PE,6399
201705,LE,11398
201705,BF,6742
201510,CD,4833
201702,SV,199
201605,CG,2667
201704,NG,2587
201706,UZ,3578
201708,CM,3566
201604,EI,45771
201604,UG,19818
201707,MP,1469
201608,HK,8916
201504,FJ,5597
201704,IM,66
201705,LG,2768
201708,LG,2273
201504,LH,3604
201709,MZ,1912
201508,MB,125
201504,CY,6187
201505,LH,4878
201505,MD,2157
201506,CW,721
201506,MA,1213
201609,LS,120
201612,FQ,2
201702,TL,14
201512,MQ,2
201502,ML,873
201702,BR,17295
201507,UV,1579
201512,UP,26591
201708,HK,7646
201603,GQ,2660
201507,WE,8934
201511,AF,58250
201511,GG,3633
201509,KE,29152
201509,PM,3960
201606,AO,4421
201709,EZ,3707
201706,AL,3189
201604,TH,21354
201607,DA,7143
201505,BN,1925
201602,GB,602
201504,HO,2688
201510,FG,69
201508,ST,640
201509,MX,39467
201601,SF,51328
201706,UY,951
201602,MG,1424
201601,SE,939
201601,MB,98
201708,TX,1764
201607,GP,100
201503,DO,499
201611,WZ,1242
201504,MC,646
201705,FM,222
201505,MF,16
201609,NE,104
201603,SB,20
201507,NT,44
201503,PF,11
201507,SB,3
201502,VQ,156
201701,BF,5981
201701,NL,19220
201701,PL,17024
201608,KE,36803
201611,AO,3911
201611,CD,3826
201603,SF,68632
201706,SY,73301
201702,EC,3525
201509,DA,11030
201611,JM,9487
201605,ID,30572
201612,RW,6635
201612,JO,14872
201609,SN,21460
201708,TO,1117
201604,GV,1324
201608,RB,4341
201610,RI,3368
201510,ST,796
201504,JE,5915
201509,,153536
201705,IS,130712
201609,AG,7925
201704,SL,3551
201603,RO,8146
201706,EN,3343
201603,LO,2940
201607,TH,22684
201704,LO,1613
201707,GZ,1592
201605,MR,1124
201608,TI,4328
201606,GL,1202
201601,WS,1343
201709,LI,4377
201601,TT,503
201506,VI,227
201704,MF,9
201508,NE,31
201508,SO,15477
201508,MU,4889
201502,BF,2451
201701,BO,6563
201608,CU,16241
201703,SZ,25286
201703,GM,96160
201512,KU,6854
201602,TH,22574
201601,JM,8536
201607,BG,60134
201509,VM,23593
201612,GB,950
201602,HA,6195
201709,CB,8202
201607,OD,20194
201602,CV,320
201702,GI,845
201610,QA,11808
201612,EN,3372
201512,FP,117
201502,SZ,9822
201707,FI,4001
201609,AS,155750
201609,ID,33634
201709,GQ,2916
201604,SP,28852
201704,BO,8179
201606,NU,1776
201610,UV,1364
201707,ST,747
201505,SO,17083
201504,CF,2759
201701,MP,1564
201505,CM,3160
201608,TX,1726
201704,TV,132
201506,OC,495
201603,FK,64
201511,WQ,17
201609,LQ,1
201508,SE,2061
201502,AE,5970
201703,AR,6990
201512,BE,19859
201512,JO,16494
201512,BN,2257
201511,EI,45802
201610,CO,19083
201503,PE,7423
201606,AS,150604
201702,NC,288
201601,IS,135827
201703,BM,8777
201510,DR,3254
201510,ER,3356
201612,RP,69232
201601,IT,44635
201610,LU,2773
201708,GG,4143
201508,VC,380
201608,,149977
201706,MY,28429
201706,BL,1490
201702,MI,6139
201609,BM,10481
201602,FI,5109
201607,HO,3216
201604,MP,2198
201605,MT,6595
201709,MR,941
201602,KG,2909
201709,CM,3107
201507,IV,1560
201609,KR,490
201504,MG,2585
201509,GG,2656
201702,ST,500
201505,GL,616
201704,AY,742
201612,NE,20
201609,JN,5
201507,SF,66612
201508,JA,65363
201502,CA,44748
201702,PL,14560
201703,KE,40062
201512,EI,38045
201512,YM,20538
201708,WE,7919
201708,YM,12101
201707,SG,2076
201503,GR,34433
201605,TN,669
201612,CF,5810
201609,KS,36153
201709,VT,1255
201709,VI,2094
201602,PG,206
201607,CU,12896
201509,WA,6854
201512,TO,758
201512,MG,2994
201506,OD,5520
201505,HO,1810
201604,YI,154
201508,BL,2355
201702,AR,6518
201605,CI,7388
201602,UV,3121
201704,NO,9510
201605,UY,1241
201604,AG,5112
201604,BU,10730
201510,AL,3826
201506,OS,2709
201606,RE,489
201605,PS,365
201706,RE,387
201706,KR,177
201506,NO,9910
201604,MB,122
201505,BD,2145
201708,PC,36
201610,SV,66
201709,CN,39
201509,NE,35
201508,OS,3165
201502,GH,8848
201701,SN,16836
201507,PE,7225
201611,KS,32390
201702,SG,2871
201511,UK,283442
201509,AM,15137
201601,GA,3891
201511,MN,651
201512,PS,219
201706,IT,35829
201706,CE,13988
201607,MO,6505
201608,AL,3311
201704,AA,161
201506,AU,13559
201507,RM,572
201611,BU,8484
201605,RE,396
201506,SG,2408
201511,AQ,218
201603,SH,24
201608,TL,15
201611,FK,91
201606,PF,18
201511,NT,11
201706,AN,34
201504,TP,216
201507,HQ,3
201508,IT,39605
201508,TO,939
201608,MY,36475
201703,AG,3837
201611,QA,10777
201707,GV,1305
201707,VM,23875
201707,MI,5453
201706,CY,6327
201511,NU,2692
201703,NP,12602
201506,PK,94421
201510,PM,3569
201606,AU,12448
201703,WA,3730
201612,EG,37781
201704,PA,2181
201703,MR,415
201606,BB,2755
201606,RI,5610
201709,VC,330
201511,GQ,2442
201708,WZ,1360
201702,BM,11405
201707,MX,31463
201507,MH,175
201602,UY,2245
201510,CS,2785
201609,IC,2900
201705,CJ,827
201602,KR,359
201709,MK,1441
201512,LT,1999
201704,ST,762
201504,PG,235
201708,TT,389
201704,CW,338
201611,NS,208
201609,IM,83
201502,MP,414
201502,MI,1341
201603,BG,31485
201707,RP,69529
201506,SN,16086
201510,MX,36416
201511,UP,24208
201512,UZ,3297
201701,MZ,2571
201705,PK,107398
201609,US,1994197
201609,IR,70433
201709,SP,21524
201602,RW,8265
201706,BD,1860
201505,TW,10978
201703,GI,1554
201701,GQ,2503
201502,IV,505
201503,RM,618
201707,YI,81
201507,WQ,31
201702,RM,821
201709,AO,3057
201709,GP,1553
201607,JE,6720
201603,KG,3135
201605,TT,796
201601,PM,4442
201509,PP,3719
201708,DJ,1454
201509,BP,957
201506,PO,6581
201506,LT,1579
201708,AC,652
201610,AN,82
201702,NE,26
201607,KT,57
201503,JN,1
201507,LE,18052
201608,IN,287582
201507,TU,85077
201603,MO,10010
201509,SN,19369
201704,US,1810046
201510,SP,28735
201609,LA,18347
201512,GL,813
201605,FP,271
201604,BD,2419
201610,NZ,29284
201505,MX,32352
201705,IR,65350
201706,LE,12456
201511,NO,12001
201503,KU,10697
201612,BP,1029
201612,BY,2378
201704,IZ,43251
201705,MC,862
201605,SG,4138
201604,BM,11440
201604,PO,6074
201704,CG,1663
201505,RI,3057
201610,BP,717
201607,SE,1229
201608,ML,3484
201702,KR,198
201706,YI,138
201601,SC,351
201605,NT,13
201706,NT,10
201707,KT,31
201609,RN,45
201601,BV,8
201603,IP,1
201508,NO,10003
201508,SL,5001
201502,PL,4557
201701,IT,39952
201608,PE,10072
201702,CA,144672
201703,VM,29294
201611,SU,14084
201607,IN,274160
201511,FM,228
201703,GT,5190
201510,AO,3859
201605,CO,11805
201609,CU,19410
201609,CB,10170
201609,TH,25915
201706,AC,710
201612,MC,988
201610,TI,2450
201601,AL,2664
201511,AV,300
201611,MA,2537
201512,,146431
201703,BG,32446
201703,CT,1602
201610,ET,16011
201601,LH,2851
201604,VC,460
201709,BY,2659
201509,MV,3503
201505,PU,352
201704,YI,80
201612,TK,34
201503,RN,49
201701,WI,583
201701,MA,2250
201702,HU,8450
201703,GY,7369
201512,OS,3374
201611,BM,12393
201611,HK,11991
201611,PL,15648
201708,IS,93525
201708,UP,21236
201708,KV,1518
201603,JE,7068
201603,EN,2247
201602,MX,59780
201511,MZ,2735
201705,CS,3023
201506,FI,5127
201703,ZA,6162
201605,AM,17827
201609,BU,7346
201602,SP,30189
201602,IC,2389
201607,YM,10716
201607,KZ,5870
201610,BX,8874
201601,BY,7980
201606,IS,108589
201709,AC,2534
201602,LU,2349
201603,MF,25
201510,EN,2480
201503,ET,12502
201610,AM,12420
201610,CE,20964
201601,VT,1726
201508,LT,1557
201505,LT,988
201506,VQ,462
201702,AQ,227
201503,KT,67
201607,IM,23
201507,IO,11
201508,HO,2371
201508,PA,1407
201502,ER,463
201502,JE,2223
201502,BL,650
201502,PA,281
201701,TH,20213
201608,EZ,6598
201702,NZ,29002
201703,TZ,7514
201603,HR,4561
201510,UK,272632
201703,TI,1990
201612,LO,1514
201709,BE,9701
201609,UZ,7343
201601,NZ,24348
201704,VT,2293
201510,GZ,2343
201601,GV,1774
201511,FG,83
201509,MY,39271
201609,MY,37120
201709,KU,4896
201709,OS,1613
201709,BF,5068
201704,MH,115
201607,LY,15689
201606,MG,2864
201610,SN,21324
201608,MC,857
201604,TD,5908
201507,MV,2519
201607,GK,928
201505,NH,748
201612,RN,76
201504,BD,1883
201512,PA,1013
201506,LH,3931
201612,AN,109
201608,NS,223
201504,FO,59
201504,AN,148
201705,MF,17
201510,SH,14
201701,SV,118
201606,NE,39
201508,WQ,2
201706,SB,6
201508,SP,29114
201508,AC,785
201502,CI,2407
201608,KZ,5336
201512,AL,3943
201611,MV,1454
201708,PK,95845
201607,IS,100929
201706,TW,10327
201511,ET,10620
201605,BY,3298
201605,VE,11292
201611,OS,3217
201709,DR,3120
201603,PU,242
201706,NU,2375
201504,JA,56546
201607,VQ,861
201504,MV,2613
201603,PC,22
201601,GP,41
201707,IR,59198
201511,CD,4431
201611,BL,1886
201612,AA,464
201701,PS,177
201607,PP,3175
201607,RO,7961
201607,ER,2158
201604,KG,3606
201605,AL,4501
201607,TT,732
201606,MA,1537
201509,LA,2548
201506,BX,5607
201504,EN,2677
201505,SV,90
201509,PF,10
201706,TP,52
201602,SI,1938
201709,FR,50468
201709,AF,27645
201601,GY,5509
201505,PL,12818
201508,EI,36626
201702,WA,3333
201701,BM,12547
201701,EZ,7612
201510,LU,3939
201706,PE,6030
201703,KZ,6222
201606,WA,5557
201603,HO,7697
201506,GV,2112
201612,WQ,55
201601,GL,982
201707,CE,16185
201503,BB,2823
201509,QA,9798
201609,NO,15542
201605,NZ,28588
201606,GR,24949
201608,MJ,574
201703,PP,2445
201704,MC,647
201704,RI,3998
201504,SO,25242
201503,CM,6590
201505,PA,1455
201704,GP,72
201505,UV,1103
201508,CG,2591
201510,SM,58
201503,SM,80
201602,TV,79
201505,TK,2
201507,WI,239
201502,US,578616
201701,PO,8933
201701,JE,5717
201512,SP,26779
201512,LO,1757
201512,WA,3886
201611,EZ,6465
201603,LY,21083
201603,CB,10349
201603,GT,4063
201706,VE,13689
201511,AG,6851
201511,DA,8231
201510,TX,2692
201511,MA,908
201609,JA,55180
201603,SI,2184
201704,FR,84842
201706,GG,3043
201709,DO,1367
201503,PA,911
201601,MO,7522
201607,MX,33683
201703,AJ,11761
201709,GM,41967
201607,AC,935
201509,RM,493
201606,AY,1127
201509,SV,318
201601,TN,488
201601,RM,363
201506,AO,5500
201504,AC,980
201504,VQ,385
201507,GI,944
201503,MJ,617
201605,WQ,3
201502,PS,42
201506,NT,20
201502,GA,1318
201507,TX,3414
201512,UV,2563
201611,IS,95548
201708,NZ,28041
201603,IS,131291
201706,GH,32528
201701,HA,6346
201511,GP,82
201612,IV,1331
201706,DA,6946
201607,MJ,686
201503,JM,9812
201509,UZ,4052
201508,FM,249
201705,SZ,19052
201709,RO,6006
201704,SN,14402
201607,BA,6191
201607,LG,2613
201505,MN,1217
201506,UP,35595
201701,FM,202
201504,PU,227
201702,HQ,2
201611,SV,99
201503,TK,14
201706,JN,3
201702,SB,1
201701,JN,5
201502,NO,3751
201602,UG,27105
201511,ID,33051
201611,AE,21093
201707,KE,32283
201612,RS,193048
201512,GT,3309
201705,GM,75285
201510,GR,29722
201606,SL,3193
201605,GB,531
201605,UG,25997
201709,MX,31808
201612,MJ,774
201612,BC,2718
201610,SI,1342
201509,CV,160
201502,SN,4141
201706,NO,10052
201503,VM,26488
201503,BT,1772
201704,PM,6386
201607,KS,27296
201509,CE,27120
201704,LS,114
201505,EZ,6008
201505,MC,673
201504,TN,455
201705,NE,148
201606,NS,318
201702,TV,51
201606,KT,80
201507,AV,352
201608,IM,31
201607,EU,6
201609,PF,20
201508,LH,3003
201608,IT,46550
201608,ET,13044
201702,SY,99135
201702,DA,7574
201703,US,2098403
201511,CE,25569
201512,BM,9722
201707,TU,61560
201507,BY,8978
201612,CH,153384
201704,BE,16598
201607,CM,3947
201504,EZ,6772
201510,LG,2236
201706,WZ,1103
201510,GJ,1218
201510,LT,2163
201610,JE,6208
201610,FO,87
201709,BX,1413
201511,GL,856
201502,DO,138
201608,CV,123
201509,LO,3011
201509,BF,6466
201605,CH,159826
201612,CA,122200
201609,MT,6487
201706,BT,1972
201505,RW,8973
201604,CD,5065
201605,KG,4131
201504,UK,208173
201506,KN,8688
201502,WS,766
201505,SN,16211
201506,VM,23025
201504,AV,218
201704,TO,593
201504,SE,1515
201509,WQ,14
201502,TV,28
201602,IO,10
201602,BG,25525
201607,SF,79814
201707,JE,4903
201707,PL,28684
201707,GL,643
201705,NG,2996
201504,IV,1578
201606,PO,6823
201605,MK,3908
201509,IS,105408
201601,JO,16096
201604,GT,4567
201708,EZ,5073
201508,NL,18334
201508,ZA,9482
201601,CJ,1309
201601,GI,758
201610,WI,381
201604,MA,1060
201611,BF,5808
201605,CS,2523
201605,MV,1671
201603,PG,161
201602,LO,1677
201502,VT,530
201705,FP,337
201512,NG,3066
201604,TP,74
201703,KT,54
201611,TP,31
201508,NH,465
201706,IP,1
201601,NE,25
201605,BV,1
201507,AU,19371
201508,SA,37959
201508,MT,5625
201502,MZ,1006
201701,RS,165108
201608,BR,27900
201703,IR,55449
201703,NS,422
201507,VE,8931
201706,SG,2383
201705,BX,4308
201606,MX,52053
201606,LO,1783
201605,CU,19115
201612,PL,15938
201612,QA,10378
201607,CY,6131
201503,ZA,10103
201610,LI,7071
201508,MK,6953
201702,BF,5261
201503,MR,699
201703,MN,965
201609,SY,142980
201609,PO,6629
201602,SZ,30235
201604,MK,8462
201608,BB,2379
201612,AR,7122
201504,ML,4859
201505,BG,40450
201703,VI,419
201705,LS,153
201506,CM,4881
201602,SH,48
201511,RN,90
201709,PF,7
201608,PC,107
201512,JQ,4
201701,AF,48119
201701,FI,5548
201611,GV,1754
201708,KS,39268
201503,CA,122855
201706,SW,13876
201510,CF,4292
201703,MP,1604
201606,FJ,7717
201611,EK,906
201602,HO,2180
201609,CG,3500
201609,CF,5266
201510,MT,6537
201709,AQ,153
201510,PG,187
201610,WS,1957
201610,PF,79
201512,WI,512
201611,AG,6187
201708,,135029
201605,GM,70094
201612,BG,32363
201709,KS,33816
201505,KS,27486
201503,NF,99
201705,NC,228
201611,AQ,290
201603,FM,297
201702,GK,983
201706,FO,123
201602,MA,780
201706,TV,513
201503,SH,21
201705,RQ,3313
201701,CS,2754
201709,IT,22542
201508,EK,248
201506,GM,78883
201608,PK,144011
201511,FR,216483
201511,MX,32473
201611,AS,156334
201503,NH,5448
201610,BR,20939
201512,BX,4432
201607,NU,1516
201705,,143559
201704,KE,29836
201507,GY,6870
201606,SO,19789
201604,AO,4321
201506,EC,3586
201502,SW,4022
201612,BT,1728
201610,WQ,7
201508,ET,12768
201502,KE,9792
201502,IR,28950
201701,CA,148592
201701,IR,82644
201703,BU,7126
201511,IS,124518
201708,KN,76902
201607,AU,11062
201511,UV,1683
201509,FR,78854
201503,JA,63772
201602,MY,35895
201612,KN,11302
201609,VE,13070
201707,VQ,573
201504,LE,19370
201610,PO,9112
201601,AJ,8666
201505,PK,106510
201705,AO,3783
201601,KR,195
201504,GY,4536
201703,SU,17394
201702,MC,2255
201506,SA,41239
201509,SL,3999
201709,AM,7459
201704,AM,14066
201602,MJ,925
201607,SO,14068
201604,MO,7713
201604,TN,596
201505,AR,6721
201505,MG,4477
201504,KU,8606
201504,SC,196
201611,HQ,10
201706,AQ,183
201502,AV,131
201606,MF,26
201708,JN,9
201612,HQ,7
201507,BR,17818
201508,MY,49748
201702,BX,5240
201703,MY,49978
201507,SP,31080
201611,GT,2463
201611,GB,455
201702,JE,5194
201708,IC,2380
201708,GV,1204
201510,PO,7280
201510,SY,157383
201701,RB,5104
201702,SL,3127
201512,AC,697
201510,PU,491
201704,GY,6127
201704,EZ,5137
201506,RP,56590
201707,,126127
201503,LA,2652
201705,NZ,24216
201603,BO,7660
201610,EI,50946
201704,RM,571
201602,PU,301
201610,TO,1219
201607,UV,1046
201512,CG,1321
201606,NT,15
201605,NF,62
201506,TV,140
201612,MB,211
201506,TL,46
201507,IS,127171
201508,CA,112976
201502,BO,5247
201608,BF,5744
201608,PM,4566
201603,ER,2246
201603,CD,3943
201603,CF,4722
201707,ET,6473
201509,GH,26172
201509,FI,6706
201606,SF,79563
201606,BG,36863
201512,MR,599
201705,GI,960
201706,FP,269
201612,ML,2973
201610,MC,1462
201503,GI,1281
201506,HA,6498
201707,SL,2348
201704,HA,5283
201703,LU,3793
201607,RP,90760
201607,HU,8231
201707,BH,3999
201512,AM,14060
201709,MN,588
201505,NO,10674
201504,LG,4755
201603,PS,344
201504,IM,41
201612,CN,138
201604,FO,119
201506,SC,160
201503,NT,24
201612,IM,27
201707,LQ,2
201502,SB,1
201611,LQ,2
201507,CS,2814
201507,RI,4841
201508,GI,1201
201508,KR,292
201502,MX,12099
201502,KU,3487
201701,BT,1475
201701,KZ,14200
201702,BO,9746
201703,JM,10562
201507,SW,12012
201603,DA,7953
201511,GZ,1597
201703,MU,4510
201610,AS,157494
201609,BT,2543
201602,GG,3874
201709,CY,2712
201602,DJ,3076
201510,DJ,2102
201707,LI,5387
201605,BM,10540
201612,MO,7519
201704,BA,6453
201708,TZ,7345
201705,TN,943
201506,EZ,5991
201505,KT,85
201604,TK,19
201512,CM,6420
201611,WE,8133
201603,GJ,1142
201706,FR,94305
201706,MV,2325
201601,ZA,9746
201602,NL,19771
201612,TH,20949
201609,SA,48108
201709,ZI,12324
201704,ER,1467
201607,NL,16463
201503,GJ,1173
201610,MV,2020
201610,MA,1086
201601,EN,2305
201708,WI,275
201610,MD,2869
201601,MD,3610
201705,NI,142874
201705,CU,10675
201709,MY,23195
201704,AR,6663
201604,AJ,43340
201609,LI,7718
201504,MD,2128
201605,TX,2294
201612,KR,244
201705,DO,300
201505,AL,5367
201608,NH,1061
201606,IM,148
201511,TV,155
201704,SV,117
201607,PC,49
201502,GP,32
201502,FK,4
201709,LG,1747
201702,RQ,1718
201611,BG,35681
201604,EC,8350
201701,AE,22704
201611,TO,650
201605,BG,43861
201510,ES,2983
201610,KS,28595
201610,CY,5609
201703,MO,7546
201602,BM,9028
201509,GJ,1082
201506,AS,135782
201704,BU,4169
201704,ET,7966
201605,GG,3498
201511,EN,2808
201703,FO,93
201611,NR,2033
201503,CW,590
201502,BU,2693
201611,UZ,3938
201612,AG,5166
201509,CF,4236
201701,RW,6045
201504,KS,27622
201701,LA,3179
201708,AV,110
201506,AJ,7795
201703,CN,96
201504,KR,158
201505,GQ,2450
201508,GK,916
201609,SH,84
201609,MB,137
201510,FO,123
201607,TV,167
201610,TP,17
201701,GP,67
201504,KT,65
201507,GG,3180
201508,UZ,3693
201508,NS,256
201608,LI,8253
201608,KU,6386
201702,RB,4227
201702,SU,16625
201507,RQ,4094
201603,UG,17543
201707,CG,1954
201512,TV,743
201511,ML,16092
201605,VM,51360
201610,KN,13725
201605,PO,6984
201605,DA,10031
201602,UP,25455
201709,SY,43018
201601,NP,12083
201601,KV,1864
201610,GI,1166
201609,EZ,6502
201505,GJ,1114
201509,CT,3388
201701,NG,3904
201701,MI,5781
201709,JO,7318
201602,EK,600
201607,PK,117440
201509,GI,1086
201507,CN,162
201705,TO,1147
201512,GK,830
201611,UV,1219
201611,AC,1790
201509,BT,1497
201506,SI,1082
201609,MH,81
201610,OC,501
201708,FO,100
201504,FM,461
201603,WQ,16
201508,IR,113467
201701,KS,33171
201512,GH,21274
201512,GQ,2574
201611,NG,3060
201607,UK,323012
201701,VI,434
201612,BB,3562
201509,CM,5385
201602,FP,880
201605,NC,296
201512,WS,1508
201502,GI,280
201703,GR,22675
201707,BA,7557
201507,TW,11733
201709,NZ,18285
201610,BM,11862
201604,GG,3069
201706,SL,2252
201604,IM,79
201505,ER,2300
201704,SC,191
201503,VC,472
201604,EK,835
201602,VI,305
201705,SM,116
201506,KR,403
201506,CG,1461
201611,SC,306
201605,YI,80
201504,SH,62
201703,TP,76
201612,IO,7
201508,ZI,30728
201502,KS,6393
201608,WS,2473
201512,RP,55379
201708,BU,5838
201511,GH,23794
201512,GB,543
201509,NI,132944
201611,BY,2916
201606,VI,367
201612,MU,4633
201602,CD,4380
201602,TT,764
201606,ZA,9799
201510,IV,2224
201709,AL,2160
201504,TZ,6442
201709,TN,571
201701,AA,572
201508,,152841
201707,RQ,1562
201503,LG,4555
201511,BF,7526
201602,HR,4295
201603,MA,1152
201704,BN,2220
201609,KZ,4325
201512,BF,6087
201504,NO,9274
201705,UY,985
201505,BE,14370
201610,MJ,1308
201706,TO,924
201606,GB,639
201706,MH,115
201504,BT,1726
201506,FM,275
201504,LS,139
201506,PC,94
201610,NT,5
201704,DQ,4
201508,GT,5704
201703,GB,580
201507,VM,34237
201512,KN,13032
201611,LY,11206
201702,TZ,7635
201702,HA,5130
201708,EI,36090
201708,PE,6279
201706,QA,74020
201707,KS,30127
201509,IT,47433
201606,KG,4373
201605,RP,77678
201612,NZ,26550
201604,PL,15695
201601,BB,2601
201509,TI,7342
201502,RP,27185
201610,AE,20687
201706,TS,3184
201509,SY,164998
201612,BN,2290
201703,PS,197
201601,SY,122225
201704,PE,7347
201602,MI,7655
201604,LE,22769
201608,AU,9816
201606,SI,1484
201604,RM,637
201611,TT,352
201505,CJ,992
201505,MV,2905
201709,SM,92
201507,UY,1271
201508,KG,3975
201701,AS,138439
201608,AF,60946
201608,CO,11846
201608,SZ,19276
201703,PL,19443
201707,IN,228207
201606,IT,44833
201511,LI,6563
201510,NP,16092
201604,US,1979028
201609,IS,111735
201612,IC,2568
201612,UG,16822
201510,GG,3229
201610,TZ,11070
201608,VC,756
201504,GZ,2143
201505,GI,800
201701,TD,5673
201705,SF,73566
201607,AG,4963
201604,SI,1048
201505,CI,6670
201503,AQ,342
201503,TV,377
201506,PF,38
201506,LU,4843
201607,RN,64
201507,TV,231
201601,LQ,4
201703,SM,93
201703,LQ,2
201707,TL,40
201508,PP,2611
201502,AQ,108
201701,LE,16095
201507,AM,13070
201512,PO,6465
201708,UK,225931
201708,ZI,24387
201603,SL,4510
201706,IZ,41858
201706,VM,23961
201703,VQ,844
201506,SF,67314
201503,CI,8897
201605,AS,171835
201606,KZ,6615
201603,FP,512
201610,SU,15955
201610,PM,5987
201612,GJ,911
201511,PP,2412
201507,BL,11162
201509,NG,3706
201503,SF,58827
201602,NH,653
201604,,151970
201512,CS,4229
201607,DR,2200
201606,GT,3113
201704,BM,7072
201505,KU,8165
201512,MI,5750
201701,IM,62
201510,NC,124
201708,BC,4337
201707,MR,483
201506,LA,1625
201704,CN,89
201704,IO,4
201705,FO,70
201701,MF,15
201512,WQ,15
201605,SB,1
201504,FK,25
201707,FO,48
201611,TK,43
201507,FR,85848
201701,ZA,8728
201701,VC,552
201701,EC,2814
201702,HO,2546
201707,NL,15311
201706,EZ,7368
201701,BU,5809
201601,MY,37646
201601,MX,55515
201606,JE,6220
201605,BU,10824
201612,WA,3494
201602,GY,6167
201611,CY,7852
201704,GL,1090
201506,GI,712
201704,TX,1890
201703,LT,1340
201601,UK,258669
201509,LI,7522
201503,NO,10109
201510,NO,11884
201510,CE,25422
201609,GR,25808
201704,GR,17307
201605,RO,10927
201606,LU,5807
201604,LS,155
201505,IS,92648
201705,MV,2060
201609,NC,451
201505,LA,1859
201602,FK,51
201502,CJ,375
201606,MB,123
201502,NC,47
201704,CQ,45
201702,BQ,2
201509,IO,7
201606,JN,4
201507,NZ,33951
201502,UG,4330
201608,VT,1433
201512,TX,5144
201611,RB,4385
201706,UK,307626
201707,CU,9346
201707,MU,3680
201511,VM,34777
201509,ID,29693
201509,OD,7074
201510,ID,35473
201510,MG,2343
201612,NL,19249
201602,CO,12159
201603,GV,1642
201605,GY,6019
201512,MV,1826
201511,EK,406
201502,NF,16
201704,JA,54575
201705,UP,20448
201610,CF,4611
201709,JA,42162
201709,BR,11559
201704,RP,66821
201607,MD,2268
201605,MZ,3602
201708,NS,251
201608,CF,4672
201502,TO,265
201705,AQ,135
201608,IC,2374
201505,MP,954
201606,BT,1635
201602,MH,161
201702,MF,13
201703,NC,203
201612,PC,38
201508,IM,38
201610,TK,49
201702,FR,79117
201702,ZI,21590
201702,PM,5216
201702,LY,15171
201703,CE,21079
201507,PK,112486
201708,CD,3330
201708,NO,7436
201707,AE,15728
201707,BD,1485
201705,SA,75202
201706,JA,43815
201503,KV,1612
201705,SU,17253
201606,CW,786
201612,RQ,1895
201602,CI,6241
201706,PO,9499
201603,AC,837
201601,MN,608
201609,SL,3239
201509,WZ,1860
201609,PA,1258
201508,AR,6776
201706,ET,7895
201506,,127979
201510,UY,1346
201703,NH,759
201602,ET,13302
201504,AR,9367
201604,BE,45591
201708,MG,1527
201505,BM,13413
201504,DA,7378
201504,MK,3475
201606,AN,74
201705,VI,316
201602,MF,30
201512,KT,190
