MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201502,01,TS,186
201512,01,GZ,220
201605,03,AA,68
201503,03,CB,1011
201508,03,NS,16
201506,02,ES,112
201609,02,TX,98
201509,03,VI,11
201506,01,RQ,304
201612,02,UV,69
201608,01,VQ,119
201505,03,CY,748
201511,02,CA,11501
201507,02,CA,9981
201706,01,CE,1694
201701,02,HR,182
201603,02,GZ,117
201604,01,NG,338
201701,03,KU,675
201705,02,SG,147
201603,02,FJ,542
201703,03,KU,741
201510,03,GQ,167
201504,02,AG,294
201703,03,BY,108
201612,02,MZ,209
201701,02,GK,63
201704,03,ST,42
201709,02,OS,105
201607,01,BD,280
201609,03,NS,120
201505,03,CJ,110
201511,02,IV,59
201502,03,IC,68
201601,01,PC,10
201502,02,RI,56
201509,02,VQ,50
201611,01,RE,64
201512,02,NH,49
201510,02,TK,3
201601,02,AC,51
201606,02,FM,10
201607,02,NC,7
201612,01,SM,8
201510,03,MQ,1
201607,02,SH,3
201512,02,SV,5
201603,19,CA,6125
201707,19,IS,13041
201706,19,QA,1784
201606,19,IZ,13014
201603,19,DA,344
201605,18,RS,1060
201505,19,AM,708
201701,19,GV,192
201703,19,CG,226
201605,19,CS,88
201611,18,BD,2
201611,18,BL,29
201606,18,MY,706
201705,19,MO,297
201612,18,UG,408
201503,18,GM,818
201511,18,TO,7
201602,19,CM,701
201604,18,EC,63
201605,18,SU,390
201611,18,CS,18
201509,19,MD,68
201707,19,SW,523
201708,19,LY,1094
201704,20,TX,2
201503,20,MX,20
201708,20,ZI,12
201707,19,CE,719
201508,19,CU,510
201608,19,NR,56
201508,18,ZI,516
201607,19,HR,128
201709,19,CT,132
201507,19,CS,115
201706,20,GR,26
201610,19,NU,80
201707,19,BA,224
201503,20,LY,29
201503,19,HU,230
201706,20,IS,113
201508,18,UG,173
201503,18,SN,157
201601,18,LU,9
201504,18,HU,34
201610,19,MG,30
201708,18,GL,15
201709,19,NH,3
201505,19,PP,86
201505,18,HO,37
201504,19,PC,9
201507,19,PS,19
201708,19,PG,2
201708,18,MP,15
201504,18,CJ,11
201609,18,VT,15
201704,18,VQ,2
201509,20,SL,2
201607,19,SV,3
201510,18,MA,7
201607,18,GK,9
201609,18,TO,8
201704,18,YI,4
201709,19,TN,4
201709,01,SV,8
201511,01,NE,10
201509,03,FK,2
201709,03,YI,4
201708,02,FK,2
201701,03,MB,3
201601,03,NT,3
201707,01,GP,2
201612,18,WI,1
201607,18,AY,5
201605,19,CW,6
201611,20,FI,4
201502,01,GP,2
201603,18,KG,17
201512,02,JQ,1
201605,18,VQ,3
201707,20,HU,1
201705,20,KS,11
201509,20,ZI,3
201512,19,AN,2
201505,20,MK,1
201505,19,FM,1
201506,19,FP,2
201506,19,DQ,1
201609,19,FK,1
201508,20,BN,1
201702,01,IT,4908
201702,01,AF,7657
201705,01,LI,1141
201708,02,KN,5701
201709,03,HR,220
201607,03,BM,626
201709,02,TH,927
201606,01,TI,339
201510,01,OD,896
201510,02,ID,2502
201511,03,WE,545
201607,03,UP,2214
201703,01,IT,5831
201608,03,MY,2777
201708,01,SN,2422
201603,03,IN,15565
201603,01,SW,2304
201603,01,TU,15279
201704,02,SF,6144
201610,03,RQ,145
201702,03,EG,2231
201611,01,RW,958
201609,01,TD,1282
201606,03,VQ,69
201705,01,FO,6
201611,03,SN,1683
201611,02,KG,209
201508,02,RW,618
201509,03,MY,2720
201601,03,AV,11
201601,03,VT,138
201509,03,BC,278
201702,01,AY,129
201611,01,NL,2912
201511,02,MX,1791
201702,03,MY,2687
201702,02,UG,1088
201706,01,CS,342
201706,02,AL,203
201503,03,BP,66
201611,02,FI,348
201701,01,IV,587
201510,02,JE,527
201611,03,NO,997
201505,03,MY,4043
201512,02,VT,150
201603,01,WS,281
201707,02,WA,269
201506,01,RO,872
201609,03,MA,95
201707,03,HA,215
201607,01,PA,106
201508,01,PA,306
201508,03,CW,41
201708,03,WS,188
201709,01,CJ,125
201607,03,NG,277
201702,01,SE,91
201610,03,WZ,86
201511,02,FM,14
201607,03,RE,69
201611,01,LT,203
201703,02,UV,63
201505,01,CY,748
201603,02,VT,128
201612,01,YI,37
201504,02,ES,175
201704,02,PM,567
201704,03,MD,195
201601,02,RS,5659
201702,03,BC,329
201602,01,MU,605
201705,02,BA,409
201509,01,UZ,299
201703,03,AO,208
201610,02,MG,98
201701,01,FJ,901
201703,02,CT,54
201602,03,CJ,116
201505,01,BO,1113
201611,02,BH,261
201601,02,KG,160
201510,02,KG,221
201503,03,BH,152
201603,01,NE,2
201508,03,BB,184
201506,02,MT,553
201510,03,GZ,93
201709,02,GL,31
201509,03,PS,32
201704,03,SH,1
201705,02,PS,4
201610,01,NE,7
201506,03,MF,5
201512,02,FP,31
201705,19,YM,2191
201706,19,JO,986
201510,19,JA,2762
201609,18,NI,2783
201607,19,TU,13288
201701,19,SP,1253
201701,19,SA,3491
201511,19,AS,7276
201702,18,UK,3806
201507,19,ET,903
201507,18,SO,545
201610,19,RB,197
201605,19,KN,931
201702,19,ES,228
201604,19,DR,89
201610,18,EI,506
201605,18,AM,141
201611,19,AS,8443
201506,19,TW,363
201706,19,VE,1399
201612,19,AS,6453
201506,18,MX,525
201611,18,DA,76
201512,19,CY,261
201609,19,LH,93
201604,18,TX,31
201603,20,IS,240
201605,18,FJ,85
201605,19,LH,108
201608,19,DA,434
201506,18,CU,153
201512,19,CE,858
201609,18,HO,72
201708,19,EZ,155
201702,18,ZA,59
201608,19,CT,123
201612,18,ZI,370
201703,19,LU,62
201709,18,MJ,3
201709,19,PO,131
201604,18,OS,20
201507,18,AM,119
201707,18,PP,21
201706,18,GG,152
201704,18,HA,177
201601,19,IV,170
201502,18,CY,11
201707,18,MT,21
201509,20,SU,23
201508,18,BB,21
201505,18,PA,117
201508,18,TO,15
201505,18,HU,26
201508,18,KG,45
201705,20,GM,32
201603,19,FP,12
201507,19,RE,18
201608,20,BR,8
201509,18,KV,12
201503,20,SU,26
201607,18,DJ,40
201601,20,CE,17
201705,20,FI,1
201704,18,LA,3
201605,18,FP,2
201503,18,OS,15
201610,20,BK,16
201510,18,MD,7
201505,19,KR,17
201703,19,VI,10
201702,18,AC,15
201603,18,YI,14
201603,02,PU,9
201707,03,FO,5
201709,03,CQ,3
201601,01,GP,4
201512,03,MQ,2
201511,03,TL,2
201612,01,NE,2
201708,20,CA,7
201709,20,AU,2
201510,19,SE,8
201610,19,AV,8
201612,20,FI,6
201612,19,MH,5
201510,18,SC,1
201503,20,EZ,1
201505,19,HQ,1
201705,02,BR,1398
201705,01,SU,1959
201705,01,NI,24680
201608,02,ZI,2344
201608,02,SA,2475
201509,01,IN,29509
201509,03,IZ,2950
201709,03,EI,2028
201705,03,ZI,1140
201503,01,FR,12869
201503,01,BE,2268
201703,01,PU,41
201506,03,US,115539
201507,03,MX,2682
201609,03,JE,463
201602,02,BD,217
201605,02,TU,3867
201607,01,KS,3534
201607,02,NI,12566
201606,01,ZI,3210
201701,02,PE,406
201510,02,RS,10052
201510,02,MT,562
201511,03,FR,14801
201512,03,ID,1896
201512,02,BE,1093
201512,02,NL,1188
201603,03,UV,104
201606,03,NZ,2113
201606,01,MI,1338
201507,01,CB,1371
201605,02,MT,478
201706,03,RP,4977
201505,03,GH,1365
201505,01,LH,723
201702,02,HK,575
201707,03,LG,236
201511,03,SP,1885
201511,01,NP,2516
201504,03,AE,1848
201709,02,SU,577
201708,01,ET,745
201612,02,US,137307
201701,01,CY,1210
201704,01,AY,99
201611,02,MT,475
201510,01,SC,113
201704,02,UZ,141
201708,02,TI,100
201701,01,LO,273
201702,01,MV,146
201602,02,MK,400
201701,01,GG,315
201701,01,OD,541
201505,01,CF,404
201602,01,HK,1311
201511,03,HK,647
201612,03,YM,517
201508,01,ML,865
201603,02,NH,59
201604,03,TD,328
201602,03,PE,509
201702,03,WS,134
201602,03,NG,152
201703,02,PA,52
201703,01,NC,22
201510,01,KZ,376
201607,03,SO,465
201606,03,VC,51
201603,02,NR,86
201502,01,GZ,96
201602,03,MJ,82
201604,03,YI,5
201510,01,VC,70
201602,03,NH,65
201601,02,,11078
201605,03,,12292
201701,01,UY,173
201707,01,TO,49
201707,03,GR,1255
201702,03,LO,134
201705,01,CT,423
201702,01,BM,1628
201704,01,BM,961
201612,03,GY,481
201706,02,CI,292
201509,01,MI,882
201510,01,MN,135
201601,02,MI,561
201503,01,NR,134
201610,03,AA,14
201608,03,TT,59
201508,02,BK,62
201508,01,MD,113
201509,01,SV,85
201512,02,NS,12
201502,03,CG,20
201609,03,CW,41
201504,03,CQ,3
201507,01,NC,12
201512,03,FM,30
201512,02,MB,3
201502,19,AJ,310
201502,19,MX,1177
201502,18,KE,201
201702,18,IS,1749
201603,18,AS,1944
201707,18,NI,2972
201706,19,PK,9082
201509,19,IR,4194
201503,19,YM,7899
201510,19,KN,625
201702,19,BN,143
201605,19,WE,926
201612,19,SY,22474
201701,18,JE,91
201706,19,ZI,685
201604,19,AF,9355
201602,20,RB,18
201611,18,CI,109
201704,18,LY,215
201608,19,EI,2664
201512,19,MO,508
201705,18,TH,384
201606,18,CE,302
201604,20,FR,66
201603,20,YI,9
201607,18,GZ,136
201701,19,MT,196
201704,19,ES,281
201708,18,ML,178
201703,19,UY,48
201504,19,IV,72
201504,19,BR,817
201506,19,NZ,1111
201507,18,KU,326
201605,19,SG,98
201607,19,TI,142
201709,20,RS,77
201701,19,ST,77
201706,18,CI,105
201703,20,IT,6
201503,19,BL,66
201705,18,GY,40
201704,19,LU,32
201603,19,WS,46
201505,20,SY,114
201510,18,BE,95
201511,19,RO,339
201603,18,HK,98
201611,20,AS,10
201505,20,NI,22
201608,18,MD,13
201705,18,AQ,2
201506,19,MA,30
201606,19,FJ,173
201609,18,GI,5
201701,19,BC,105
201704,20,KG,2
201704,20,AJ,14
201502,19,ER,15
201602,18,MP,12
201511,20,RE,5
201506,19,VQ,14
201603,18,DJ,38
201708,18,EN,20
201612,18,ZA,38
201607,20,VM,8
201508,20,CO,5
201502,19,GJ,15
201706,19,SE,5
201702,19,AA,11
201509,19,AV,3
201607,18,TI,36
201512,02,GP,1
201606,19,LS,9
201509,20,ML,1
201702,18,AY,3
201502,18,AC,1
201702,18,NH,1
201705,20,JM,1
201702,01,EI,8307
201702,03,GH,2044
201705,01,MX,5092
201609,01,AF,7169
201609,03,CB,715
201706,01,RS,22568
201707,03,MY,2003
201607,01,RP,12929
201607,02,RO,544
201604,02,RP,4892
201701,01,RP,10083
201606,03,TZ,776
201510,02,AF,4756
201511,01,NI,20250
201601,03,KE,2155
201707,01,OD,681
201706,03,CU,1763
201706,02,CO,454
201702,01,TD,1105
201701,01,DJ,240
201708,03,MP,112
201508,02,IS,6944
201603,02,BU,516
201704,03,ID,2871
201511,03,DO,55
201708,01,FI,1215
201703,02,ZI,1694
201601,03,TO,43
201604,01,MI,1292
201606,01,PE,1079
201611,02,VM,2086
201702,02,CE,1241
201702,01,PO,1057
201612,03,ZI,968
201705,01,GA,682
201509,02,TS,200
201508,01,BD,385
201611,02,BR,1063
201603,02,MO,571
201503,01,DA,1544
201706,01,ER,262
201709,02,MT,243
201611,03,PP,199
201502,03,UY,67
201505,02,AS,11326
201708,02,GK,71
201611,03,PM,433
201606,01,PP,745
201705,01,LO,264
201510,03,KE,2326
201601,01,BH,774
201506,03,AY,25
201612,02,PO,515
201612,03,TD,340
201510,01,AO,465
201508,03,MG,185
201510,01,AL,568
201503,03,BX,267
201608,02,BY,224
201510,03,FG,7
201503,02,CS,188
201606,02,YI,11
201504,01,RB,488
201507,01,AY,123
201610,02,VT,146
201502,02,ET,152
201509,02,MR,43
201503,01,LO,351
201512,03,MH,25
201611,02,EK,38
201611,02,MR,117
201509,03,MZ,314
201506,03,NR,38
201605,02,PA,42
201707,03,RW,410
201611,02,HR,238
201605,03,LT,77
201506,03,DJ,87
201510,03,BM,813
201504,02,BG,1877
201507,02,BN,170
201706,03,KG,222
201509,02,HR,911
201512,01,MU,418
201709,02,BD,67
201505,03,BR,1725
201606,02,MJ,37
201701,03,RE,15
201604,03,CT,103
201601,02,CG,109
201509,02,TO,74
201505,02,UY,93
201511,03,MR,34
201508,02,BP,74
201502,02,DO,20
201610,03,WS,141
201608,03,PA,84
201512,02,MC,47
201505,02,GB,14
201706,02,SM,7
201511,02,MJ,41
201503,02,CW,26
201509,03,SC,24
201502,03,RM,24
201506,03,NC,17
201608,03,WI,7
201505,02,AQ,28
201705,18,GT,70
201704,18,BL,23
201601,19,GR,1158
201603,19,IS,15904
201603,19,GM,3836
201509,19,TH,1671
201606,19,NZ,1095
201606,19,IR,5272
201701,19,FI,153
201701,19,ET,604
201707,19,WE,2167
201707,18,SU,181
201707,18,SY,1433
201702,18,MY,1373
201606,19,AM,1480
201503,18,CM,171
201606,18,JM,80
201610,19,BL,79
201704,20,LE,16
201610,19,AL,144
201601,18,KN,364
201510,19,ZI,1218
201612,19,QA,239
201706,19,GZ,286
201606,20,IT,9
201504,20,UP,40
201504,19,PL,843
201509,18,JO,225
201606,19,QA,335
201709,19,VQ,38
201606,18,CY,48
201603,19,FI,112
201704,19,MD,55
201502,19,CF,162
201506,19,UV,94
201609,19,WZ,50
201603,19,PS,17
201707,19,WA,131
201605,18,AR,189
201509,19,CW,11
201512,19,AG,403
201612,20,CH,61
201707,19,RM,42
201609,18,CM,57
201510,20,AF,17
201703,20,JO,7
201612,19,,9628
201609,18,CT,31
201511,18,QA,28
201512,18,PA,4
201603,19,CQ,10
201601,19,FP,9
201506,18,UY,16
201505,20,RS,46
201609,20,IC,2
201508,18,UV,8
201603,18,MD,14
201503,19,WI,10
201705,18,VC,8
201504,19,MA,19
201503,18,BL,33
201508,20,NO,3
201604,20,CY,1
201508,19,MC,8
201612,18,WZ,8
201607,18,EN,14
201702,20,FJ,2
201512,18,SV,3
201504,20,HU,2
201705,18,ST,4
201503,20,LO,1
201611,02,IO,3
201709,02,AN,4
201703,01,FM,29
201510,01,TV,19
201510,01,NC,7
201602,02,NT,1
201612,02,IM,1
201604,03,LQ,1
201611,18,MH,1
201602,20,AL,6
201509,19,GP,3
201502,20,BX,1
201704,18,WI,2
201612,18,MD,15
201701,20,GV,9
201611,19,PC,1
201502,19,SM,3
201502,18,GG,2
201601,20,TS,2
201705,20,ET,2
201705,02,US,145208
201602,03,SY,12072
201602,02,MI,729
201603,03,ET,848
201702,02,RP,5091
201702,01,MI,1219
201701,01,EI,8835
201705,02,JM,678
201705,01,IV,368
201503,03,CA,8771
201704,02,CA,10607
201703,01,AF,7218
201509,01,CY,905
201609,03,AJ,985
201506,02,JA,2991
201509,02,MI,472
201702,03,GL,63
201702,03,PL,1223
201605,03,MX,2967
201605,03,KS,2770
201506,01,EG,5782
201607,02,SY,4467
201608,03,BR,2075
201608,03,SU,1230
201607,03,EG,2042
201512,03,EC,397
201603,01,BR,4179
201610,01,CT,271
201705,03,HK,791
201705,03,ST,80
201506,03,SN,1399
201608,02,OD,761
201508,03,FR,6704
201508,02,IT,2502
201508,03,ID,2302
201508,01,OD,1407
201605,03,CB,560
201604,03,KN,1251
201707,03,AM,551
201504,02,AF,1902
201704,01,LH,491
201612,03,BE,1595
201510,01,HU,1926
201701,03,EN,535
201703,01,CS,307
201503,02,HU,472
201708,02,GL,171
201708,01,JO,1728
201611,03,UZ,440
201703,02,BB,270
201702,01,MZ,374
201509,03,NP,1531
201509,01,NG,465
201606,03,WA,492
201707,02,HU,628
201609,01,GK,171
201609,01,EZ,983
201610,01,HU,1740
201606,02,JO,733
201509,03,TD,421
201707,02,MV,118
201605,02,GY,440
201508,02,DA,424
201511,02,CY,437
201511,02,VE,535
201709,01,WI,33
201610,02,BA,407
201709,03,CE,699
201709,02,QA,694
201511,01,VT,401
201701,01,EC,271
201603,03,MO,777
201708,03,CM,166
201604,03,RQ,281
201709,03,GT,138
201608,01,MN,133
201605,03,KV,107
201702,03,ES,134
201602,03,GI,71
201708,01,LT,321
201505,01,RQ,245
201505,02,QA,622
201703,03,WI,16
201604,03,ST,80
201602,03,BT,241
201510,03,FM,30
201609,01,VI,55
201603,01,NC,22
201603,01,NH,84
201607,01,FO,31
201504,01,PS,105
201505,01,FM,38
201606,01,UZ,633
201603,02,IZ,3036
201507,01,DA,979
201604,01,FI,721
201503,02,SN,1514
201610,02,HR,184
201703,02,CS,197
201511,03,BA,308
201704,03,RI,276
201707,03,GG,282
201510,01,BC,689
201707,03,BK,37
201702,03,DJ,119
201704,02,CF,214
201602,01,BC,947
201706,02,EZ,477
201510,03,BT,235
201607,03,BL,173
201510,01,NS,65
201509,02,TT,50
201707,03,MH,33
201605,01,CV,73
201507,03,RE,150
201504,03,FO,6
201709,02,KR,8
201511,02,FG,5
201701,01,KR,48
201605,03,KT,5
201502,02,NH,25
201702,02,KR,12
201508,18,HR,459
201502,19,WA,78
201502,19,EC,19
201502,18,MX,352
201702,19,IT,1600
201708,19,RP,7684
201603,18,IS,3524
201705,19,IN,14519
201611,19,RP,5481
201609,19,ET,832
201604,18,LE,741
201503,18,BG,2107
201608,19,GR,1039
201601,18,IR,3868
201601,19,WE,4990
201601,19,NL,882
201705,19,TS,516
201609,19,NG,601
201505,19,PK,12995
201607,18,HK,82
201504,19,IN,11048
201706,18,LY,390
201510,18,TW,67
201508,19,JM,475
201504,18,UK,3004
201510,18,BX,7
201505,19,MY,1637
201506,18,TU,829
201609,19,AM,954
201510,18,GY,44
201503,19,BY,183
201504,19,NP,1307
201605,19,RO,375
201506,18,IT,354
201511,20,HU,3
201511,18,EC,33
201512,19,SG,100
201612,20,NL,4
201607,20,AF,56
201609,18,PL,237
201605,18,BO,46
201607,19,DR,52
201607,18,JE,98
201601,18,,3981
201601,18,BR,93
201611,20,RS,57
201604,18,TI,41
201605,18,EZ,64
201708,19,MP,61
201609,18,MR,7
201510,19,YI,19
201502,18,SP,107
201511,19,WS,30
201512,18,MR,16
201611,19,NU,154
201606,18,HR,27
201708,20,SY,62
201603,18,KV,21
201507,20,YI,6
201612,19,GK,34
201604,18,LU,7
201704,20,HR,4
201701,18,CV,2
201703,18,SC,1
201707,18,MH,1
201706,19,UY,11
201701,20,DA,1
201502,18,LO,8
201509,20,BO,14
201607,20,HK,2
201502,19,BD,22
201606,19,AV,4
201701,20,EK,1
201505,20,LI,8
201502,18,MP,4
201704,20,CA,12
201605,19,YI,12
201510,19,MJ,42
201512,19,MC,15
201607,20,GR,6
201512,18,OC,1
201701,18,BT,14
201511,03,FP,8
201511,01,CV,16
201701,02,NF,5
201610,01,FG,9
201611,01,TL,1
201704,02,CV,8
201708,03,MB,1
201702,03,SM,1
201504,19,AA,7
201512,20,RE,2
201603,19,RN,2
201607,20,CY,1
201611,20,UZ,2
201612,02,JN,1
201705,03,RP,6492
201608,03,JA,5489
201701,03,UK,26885
201701,03,CU,1631
201503,02,NI,11918
201703,02,NG,278
201709,01,GR,1817
201709,01,IR,6346
201507,02,LE,1102
201605,02,IZ,3536
201606,03,AS,10323
201606,02,KU,330
201607,01,VQ,129
201707,01,ZI,3072
201707,02,SO,634
201707,01,LI,876
201601,01,ZI,3316
201608,03,CO,1215
201701,02,BM,856
201603,02,BN,179
201603,03,IT,3283
201610,02,IR,3481
201605,01,MK,529
201707,03,AR,782
201706,01,CH,20053
201706,01,IZ,5645
201511,02,JA,3240
201606,02,KG,267
201504,02,NP,2553
201503,02,TU,3260
201707,03,JM,565
201606,01,BC,898
201704,03,SF,4091
201704,03,MO,303
201704,01,LO,297
201704,03,RP,5453
201509,02,TD,444
201612,03,OD,269
201506,03,EI,3125
201702,03,PE,775
201703,03,CD,261
201704,01,ZA,1237
201704,01,CS,288
201703,03,UY,65
201508,03,SO,576
201609,02,NO,914
201508,01,BM,1995
201611,02,LE,896
201612,03,QA,1135
201512,02,IC,246
201611,03,MC,71
201611,01,SE,124
201502,03,IT,883
201502,02,ZI,523
201609,02,MZ,190
201505,02,NO,628
201505,03,AL,295
201510,02,MV,230
201512,03,ES,141
201603,02,RQ,454
201602,01,CW,122
201503,01,EN,433
201608,03,LO,199
201706,03,PM,425
201608,02,PP,228
201504,03,GH,1292
201610,03,RI,241
201512,03,FJ,428
201612,03,ES,207
201508,01,AR,924
201601,03,CM,269
201510,02,VE,574
201602,02,AY,52
201511,02,GL,69
201511,01,EK,41
201609,02,MR,49
201612,02,AY,95
201508,02,ST,55
201610,02,CW,27
201602,03,MI,366
201707,03,WS,152
201709,03,SE,39
201604,02,AF,2838
201511,03,AR,592
201611,03,BT,131
201612,03,LG,267
201506,02,KU,582
201702,02,BT,84
201511,02,WZ,131
201601,01,LO,299
201702,02,TI,86
201611,01,IM,8
201506,02,FO,8
201510,02,MN,48
201608,03,RM,41
201508,02,VI,22
201505,03,BT,108
201502,03,BK,62
201508,03,MA,71
201607,03,FM,33
201709,03,TX,56
201611,03,SM,9
201603,03,BP,37
201606,02,AV,10
201612,02,AV,20
201608,19,IN,17863
201703,18,US,31474
201707,19,EI,1651
201707,20,US,101
201706,19,ML,1155
201607,19,BG,8497
201503,19,GR,1206
201510,19,YM,4147
201611,19,CE,751
201703,19,CI,442
201703,20,SY,78
201609,19,UK,14095
201602,19,SO,3201
201709,18,NI,1895
201604,19,SZ,1084
201510,19,BU,581
201708,18,UZ,94
201604,19,UV,104
201511,19,GA,101
201609,18,CG,113
201706,20,KE,4
201709,18,VE,78
201503,18,EI,784
201510,19,HO,180
201505,18,YM,769
201610,19,VC,25
201602,19,GT,354
201708,19,ET,319
201504,19,PK,12179
201604,19,BU,349
201605,18,PM,71
201509,20,SY,149
201705,19,WI,6
201601,18,NG,93
201606,18,YM,279
201707,19,IV,240
201603,19,NU,40
201702,18,AE,135
201507,19,MT,189
201606,19,BL,122
201509,18,AE,156
201605,19,WZ,27
201505,19,NO,552
201708,18,SU,148
201510,18,AR,106
201705,18,AU,139
201505,19,BA,214
201704,18,BN,17
201512,18,WZ,7
201709,19,MP,15
201612,19,BP,38
201708,18,BO,54
201704,20,NO,2
201612,19,MG,83
201611,18,MP,6
201709,18,AC,7
201704,19,TX,49
201610,19,DR,118
201706,18,GK,11
201610,19,GQ,73
201511,18,GI,13
201707,18,BC,29
201610,19,TN,45
201602,18,GQ,13
201609,18,EN,4
201604,20,RB,33
201605,19,GI,51
201605,18,TT,7
201606,19,BK,79
201602,19,YI,12
201504,18,LH,12
201611,18,GL,8
201503,18,TO,2
201502,18,RB,18
201601,19,ST,25
201602,18,IC,6
201508,20,HA,2
201606,20,PL,10
201702,01,NE,2
201705,02,TV,3
201605,01,PC,3
201601,03,SM,4
201502,03,MH,14
201502,02,PC,1
201705,20,WA,7
201507,18,MC,4
201605,20,RI,12
201505,19,MJ,7
201704,20,UG,2
201608,20,FO,2
201608,19,AQ,9
201709,19,YI,2
201612,20,AJ,5
201701,19,KR,4
201506,20,CY,2
201502,18,PA,1
201502,20,ID,3
201509,18,RE,1
201702,01,BF,896
201707,02,QA,2099
201708,01,MT,799
201708,01,KE,5875
201610,03,SN,2042
201709,01,YM,776
201607,03,SF,6660
201607,02,SU,1531
201604,03,TU,8023
201604,01,KS,4599
201604,03,CY,534
201604,03,MY,2433
201701,01,MX,9985
201709,01,MD,197
201602,03,NI,7188
201606,03,RP,5233
201707,02,NO,439
201510,01,GH,4615
201511,02,PO,572
201611,01,FR,11804
201601,01,AM,1426
201603,03,AS,11429
201703,01,RS,26585
201703,02,NP,761
201703,03,TX,272
201706,01,SA,6361
201608,02,MX,2690
201702,03,GQ,305
201605,01,CS,338
201701,01,BE,2446
201701,03,PM,323
201602,02,NP,717
201602,01,GZ,294
201704,03,BE,1717
201502,01,EG,2627
201502,01,ID,1944
201603,03,KZ,519
201511,03,PL,1249
201601,02,ZA,976
201708,02,CE,847
201707,02,HO,130
201507,01,AS,25924
201507,01,SY,8272
201507,01,SZ,2793
201708,01,TH,2826
201609,03,BM,735
201609,01,OD,1061
201605,02,BX,565
201602,01,OD,721
201705,02,NZ,2097
201508,03,FJ,422
201511,01,ZA,1645
201605,02,OS,225
201603,02,HO,463
201709,03,ML,114
201606,03,WE,368
201510,01,KU,697
201611,01,MU,628
201607,03,TX,168
201503,02,AG,366
201606,02,WE,396
201505,01,FR,9012
201709,02,RQ,471
201709,02,GV,63
201502,01,UG,621
201611,02,AM,651
201505,01,TH,5120
201709,02,UV,48
201512,02,MG,106
201611,03,LY,609
201701,03,MI,308
201601,02,RO,467
201510,01,AC,218
201601,01,RN,22
201508,01,EC,791
201510,03,GY,352
201503,02,TI,221
201612,02,BR,1033
201504,01,AO,401
201512,03,TS,417
201602,01,GQ,355
201609,01,RE,50
201605,01,MR,121
201609,03,UZ,388
201606,02,WZ,103
201508,01,FO,39
201503,01,BY,244
201512,03,IC,239
201608,02,GV,84
201602,03,EK,69
201601,03,NH,53
201602,01,GB,83
201601,01,PG,21
201510,01,AV,38
201602,02,EI,3629
201709,03,SF,3277
201704,02,RO,407
201606,02,BB,230
201604,02,MK,507
201611,01,GB,73
201701,02,BH,243
201605,02,CF,293
201605,03,MJ,126
201601,01,TZ,1388
201505,03,LU,269
201704,03,OD,201
201610,03,TX,163
201509,03,BH,241
201509,03,KV,126
201512,02,TO,27
201505,01,VC,92
201509,02,BA,306
201611,03,DR,148
201608,03,VI,27
201508,01,AY,109
201510,02,PS,17
201510,01,PA,107
201601,01,FM,56
201606,03,FM,22
201602,03,PP,176
201506,02,DO,29
201702,01,AA,50
201506,02,FM,19
201506,01,RE,30
201602,02,RE,15
201704,18,US,29857
201603,18,UK,3620
201602,19,OD,1161
201510,19,NL,1028
201506,19,SF,4104
201608,19,AG,313
201610,18,FR,1276
201704,19,SO,2537
201504,19,EI,1810
201707,19,SZ,656
201605,19,NL,890
201607,19,IT,2671
201704,18,TU,856
201508,18,AS,1614
201508,19,KN,1527
201702,18,BG,754
201504,19,WE,760
201703,18,SW,611
201602,19,KE,2372
201512,19,MX,2412
201508,18,NU,57
201609,20,UK,33
201707,18,BR,132
201603,19,ZI,957
201605,19,BM,699
201703,18,YM,482
201506,19,TP,1
201607,18,BO,55
201507,19,GA,144
201606,18,ET,192
201512,18,GT,52
201505,19,CD,359
201512,18,CI,83
201502,19,BB,23
201604,19,IV,207
201504,19,EN,90
201610,18,GT,37
201508,19,KZ,104
201709,18,GA,13
201708,18,NP,104
201709,18,MZ,17
201505,19,NZ,976
201705,19,SL,64
201709,20,CG,5
201605,19,PS,21
201701,19,NU,87
201505,19,HR,151
201507,19,CG,89
201608,19,ER,73
201707,19,BP,17
201512,19,MD,34
201509,18,BC,27
201506,19,CT,96
201607,20,IT,15
201703,18,HU,93
201505,19,ER,122
201612,19,BY,161
201505,18,GJ,10
201612,20,UP,7
201605,20,OS,6
201510,18,BA,36
201709,19,KG,55
201705,19,KR,11
201502,18,BX,9
201606,19,BP,18
201608,20,SO,2
201509,18,KT,5
201606,20,GH,5
201705,20,AF,9
201601,20,ER,6
201612,18,DJ,15
201702,20,EG,6
201701,19,NS,9
201508,19,MH,3
201705,01,IM,6
201512,03,CV,8
201512,20,TS,2
201705,19,PC,1
201605,20,NP,3
201708,18,NR,7
201603,03,FG,4
201707,20,BT,2
201708,20,JO,2
201509,18,PC,1
201709,20,KG,1
201705,20,UG,1
201511,18,PG,1
201608,03,AF,2443
201608,01,NI,26737
201608,02,IT,3134
201702,01,CH,18883
201702,01,MX,7745
201702,02,CS,184
201503,02,BO,588
201709,03,DA,464
201507,01,IZ,6995
201507,01,GT,471
201507,03,NP,1176
201609,03,CH,16583
201609,01,TU,8557
201611,02,GG,130
201611,01,GR,3431
201702,01,CE,2265
201708,03,CA,9001
201607,01,UP,2914
201608,01,EZ,953
201701,02,MU,382
201604,03,CU,1827
201510,02,SP,1973
201510,03,IR,7539
201601,01,BY,984
201701,02,SF,4753
