ActionGeo_CountryCode,MentionTimeDate,count
JA,201503,346535
AE,201504,70660
ES,201505,21006
NO,201505,47350
GQ,201506,16382
WS,201509,3090
VT,201512,7561
HK,201601,45608
WI,201602,1601
SU,201603,54860
GY,201604,14086
CM,201604,21543
MO,201608,17660
MT,201608,13073
RS,201611,502648
JM,201611,29950
CJ,201611,2552
JA,201612,364702
RP,201703,281240
IC,201704,11363
PU,201704,288
DA,201706,21769
RO,201706,42662
GM,201707,406000
TW,201707,24707
ER,201708,3848
WA,201708,10099
AV,201709,9954
LT,201612,3086
SM,201504,194
CI,201710,66
LG,201710,95
WQ,201606,4
GY,201502,3501
ML,201502,2760
GH,201504,96337
HR,201507,15205
LT,201508,3868
PE,201510,70229
DJ,201510,5600
AA,201510,573
BL,201511,8738
SC,201512,703
KZ,201512,16966
GP,201601,76
MT,201606,12882
SZ,201606,105707
GM,201610,279996
GQ,201611,11380
YM,201611,51312
PL,201701,81425
JE,201702,17220
UV,201703,4470
MA,201704,3243
YM,201705,49917
NE,201706,231
RS,201707,926298
DJ,201708,3914
CV,201503,943
RM,201502,327
LS,201702,572
GP,201506,172
GK,201608,2452
BY,201610,22142
,201703,1468590
SM,201503,271
MF,201612,30
NT,201508,54
TK,201605,82
RB,201711,303
TL,201506,94
SB,201705,4
TD,201502,4696
AS,201503,1699474
RM,201503,2430
MT,201504,34296
EC,201507,181426
US,201508,10832557
MC,201508,1878
MG,201511,7448
KS,201602,239978
GH,201607,96307
AL,201608,11745
TX,201608,4658
NZ,201611,152963
IC,201701,10514
BF,201702,9092
ID,201704,103872
LA,201705,6885
FM,201705,421
SL,201706,5701
PS,201707,240
TW,201709,22311
VI,201709,13723
NS,201709,383
CN,201709,135
AC,201505,2505
WI,201706,494
CA,201510,665425
CA,201602,550939
BC,201612,8058
LT,201701,2646
KR,201608,699
NT,201703,34
NH,201710,36
IP,201602,2
LQ,201703,8
SF,201502,65054
ML,201503,38521
HR,201505,16017
SL,201507,16399
NU,201507,5110
WE,201508,34239
GI,201509,2560
JA,201510,212108
CT,201510,17428
NO,201511,56983
PO,201602,29013
FJ,201602,57874
LI,201605,27104
MY,201609,111501
PM,201612,15550
GB,201612,3409
AV,201701,793
CI,201702,29277
DR,201704,5670
CG,201707,7210
BK,201707,2288
KN,201710,5184
NU,201709,4332
TV,201608,141
FO,201609,136
WQ,201602,4
CU,201510,75100
MY,201512,150954
CD,201512,24174
EI,201603,175475
OS,201606,14238
SZ,201706,46393
TP,201705,220
MO,201710,62
WZ,201503,5450
GZ,201504,6891
SN,201505,80263
NC,201505,628
SA,201508,171031
LA,201508,4980
FJ,201509,14786
RB,201510,15683
BG,201601,80362
ET,201603,36004
FM,201603,926
WI,201604,3944
IN,201605,937935
CW,201605,741
GL,201606,4227
HU,201608,22650
NS,201609,2690
IS,201610,359338
GL,201701,3727
CS,201702,5232
WI,201703,1132
KV,201705,5171
PS,201705,262
CO,201706,62857
YM,201706,83131
UZ,201707,5159
WS,201708,4301
NH,201708,1655
AA,201512,1235
RE,201709,644
FK,201605,113
MG,201512,17527
BN,201602,6170
AR,201611,25335
TT,201706,2554
NE,201605,353
IO,201505,107
NP,201710,165
GA,201710,81
MF,201507,22
VC,201711,2
BH,201502,3242
MP,201502,1149
SG,201504,8499
NE,201504,42
DJ,201505,23012
SE,201505,5165
FO,201505,147
BU,201506,26222
BT,201506,7034
IC,201507,10180
EN,201508,16723
CF,201509,15721
BU,201511,28473
BD,201511,4681
SI,201512,6922
LE,201601,65176
MN,201602,1820
PL,201608,51234
BY,201609,5812
GH,201610,125298
TI,201611,4298
GV,201612,6766
GR,201701,81841
TU,201702,251912
BB,201702,8468
GH,201703,118183
WZ,201703,3561
TH,201704,64162
LO,201704,5704
MC,201705,2429
PK,201707,273887
GV,201708,3891
RW,201709,14016
BA,201709,9294
OC,201709,763
PF,201701,14
,201507,1950550
MO,201512,24604
MH,201512,348
NE,201707,48
HQ,201609,16
GK,201711,12
TI,201502,3025
BF,201502,5713
CT,201503,9563
BK,201503,12769
VM,201504,113165
BC,201505,18589
GK,201506,2177
ZA,201506,21506
VC,201506,1124
FO,201506,293
MU,201508,16657
CM,201509,18975
TW,201510,33436
AS,201512,1357205
CJ,201512,4578
TS,201512,20418
RQ,201512,25699
IT,201602,168114
LG,201602,8867
CD,201604,19808
VT,201604,12930
UK,201605,1342726
GH,201606,102131
FJ,201607,17211
VE,201608,34088
MJ,201609,2245
NI,201610,455170
SF,201701,174392
ES,201704,12768
MI,201706,12646
GY,201708,10332
BF,201709,14866
GA,201709,4258
TP,201512,140
BR,201603,161200
,201606,1617762
GA,201608,11138
SM,201611,236
NC,201703,506
SV,201607,1357
NF,201606,43
TK,201503,24
MQ,201701,2
SB,201605,4
GV,201502,6622
CU,201503,82763
NO,201503,40715
NR,201506,22045
ST,201506,990
KV,201506,4094
LG,201507,7558
GJ,201507,3549
LY,201508,100042
HR,201508,32928
IS,201509,375426
US,201512,9597539
QA,201512,41259
PK,201601,542050
GB,201601,2428
SZ,201602,109450
JA,201604,326714
NL,201606,71423
FI,201607,24145
TS,201608,16043
GV,201609,5011
AE,201610,80936
MY,201703,215276
KU,201704,19804
KE,201704,79083
NP,201704,36188
AJ,201706,21892
PL,201706,47601
NL,201706,55869
RI,201706,13717
PP,201711,570
CW,201606,1461
ST,201503,1631
KR,201508,1252
GH,201511,110740
DR,201604,5077
NH,201506,2207
CN,201706,539
MB,201506,230
BH,201711,46
LO,201502,2118
KE,201504,382601
OD,201505,32444
JE,201506,20126
MG,201506,5070
SA,201507,165687
LG,201508,7181
BO,201509,22696
KR,201509,2523
SU,201512,46664
IV,201512,6698
MT,201601,13790
BD,201601,3553
RW,201602,27021
GT,201602,15817
AV,201602,739
SU,201604,60857
BH,201604,12322
VC,201604,1112
VM,201605,277747
IC,201609,10765
IV,201609,8393
UZ,201610,7970
QA,201611,28994
SP,201701,81353
KU,201702,20971
TX,201703,4615
AF,201704,297336
LY,201704,39657
GZ,201704,3556
CD,201706,14280
VM,201707,76572
LH,201707,5072
OS,201707,4504
BO,201708,15390
KV,201709,3463
NO,201710,1245
PU,201608,701
WI,201612,750
SW,201605,65984
BX,201607,61954
SP,201609,82921
TK,201505,4
TL,201709,16
MA,201710,20
SZ,201502,38558
DR,201503,12717
FR,201506,580639
YM,201507,111744
SU,201507,64128
VE,201509,43074
FR,201512,768475
SI,201511,30853
CY,201512,21507
RN,201601,245
EN,201601,5363
BF,201603,15960
FR,201605,476038
MB,201608,473
SL,201609,10376
FM,201610,447
HO,201701,12795
JA,201703,239615
UP,201703,69422
BR,201707,64572
TW,201711,285
FM,201605,488
RN,201607,140
KR,201703,2101
AQ,201610,2094
TH,201512,166208
TH,201612,94752
MJ,201707,5627
TN,201504,1212
TT,201510,1924
AA,201711,6
SB,201703,11
EK,201503,2341
SW,201504,41254
AJ,201504,31907
DO,201504,712
SO,201506,57414
ID,201506,172250
EC,201506,11776
EK,201506,1222
EK,201507,1222
RS,201508,377134
BP,201508,5186
GG,201511,6997
GT,201603,9628
JM,201604,32288
OC,201605,2387
KZ,201607,17358
TH,201608,168045
PA,201609,4867
IT,201610,188695
SG,201610,8300
AU,201611,49244
SZ,201611,69856
IO,201611,95
AF,201701,199746
CB,201707,23563
IV,201708,2709
VI,201512,299
AN,201709,149
SM,201505,1655
FM,201707,480
CQ,201506,159
AR,201512,37852
MI,201612,18092
BY,201612,8210
CV,201507,357
AN,201510,426
WQ,201610,12
JQ,201608,4
TI,201504,9309
BG,201505,229009
CB,201505,46109
LY,201506,141073
SO,201508,57935
RM,201508,1716
EC,201508,30310
JE,201512,22569
IZ,201602,229724
TH,201602,95161
CH,201606,749408
TN,201607,2015
HU,201609,47198
GR,201610,74605
RW,201612,18023
MF,201701,29
SA,201703,119403
TO,201704,945
BA,201705,48077
AF,201705,278233
PO,201708,29959
UZ,201708,8274
MV,201708,4072
BG,201709,335375
BX,201711,152
FP,201508,829
IM,201603,96
YI,201610,181
SP,201604,105802
LO,201604,3612
LO,201606,3872
UY,201612,7285
AO,201705,8624
AA,201612,656
AA,201607,483
PG,201709,4
MT,201502,5035
UK,201505,1199768
VC,201505,1408
BD,201507,5648
UZ,201507,19450
FP,201509,887
EN,201511,9481
GV,201511,13190
CF,201602,16967
GM,201604,305084
JO,201605,60151
SW,201606,49396
RW,201607,37450
JE,201607,23759
ER,201608,3603
EG,201612,182617
BT,201702,3226
DJ,201702,9439
BO,201703,36166
LO,201703,6400
TI,201705,4346
BR,201705,99515
GB,201707,883
US,201709,5850786
GM,201709,132252
BU,201709,7543
NS,201511,1930
PC,201610,62
IO,201707,55
LH,201710,78
BY,201602,37557
PK,201612,359898
NH,201612,1899
BU,201710,116
MJ,201710,15
IO,201605,14
BE,201503,74265
GP,201504,154
NU,201505,3139
UV,201505,10164
EZ,201506,28653
CO,201508,49188
GV,201508,16346
MG,201508,5292
HA,201509,17227
BK,201509,4536
EG,201510,197419
GJ,201601,4547
MO,201602,22569
BG,201604,210802
KS,201605,148282
RO,201609,25696
AS,201610,980381
OD,201610,23030
UY,201610,6080
RB,201611,15543
MR,201611,4157
KR,201612,865
GM,201701,309506
VC,201701,1440
NO,201701,55889
AS,201702,990229
CW,201702,960
LA,201703,4648
PM,201705,33976
DA,201705,32728
ET,201706,22330
SA,201707,120912
FJ,201707,13421
RO,201709,18087
JA,201709,176934
RN,201506,53
GP,201604,227
AC,201704,1498
BC,201710,69
LO,201612,4765
LT,201704,1181
,201710,7529
IM,201506,372
FK,201612,73
SH,201612,28
MF,201707,10
WA,201502,6183
AU,201503,34709
SO,201505,94281
IZ,201506,398692
HA,201506,31144
VM,201508,92849
FM,201509,1225
EZ,201511,35207
LE,201512,88227
VM,201602,80455
TU,201603,620543
AS,201605,1059160
PP,201605,17061
EN,201606,6594
BY,201608,10256
BP,201611,4841
NP,201612,44274
AO,201612,9851
BY,201701,15550
NG,201701,10780
TS,201703,15311
JO,201704,41393
RI,201704,26155
JE,201704,18760
DJ,201705,3543
AA,201706,769
BH,201707,7752
AV,201707,263
RQ,201708,6398
BB,201709,6003
MB,201703,174
MB,201705,182
MH,201706,179
PF,201611,20
BM,201510,44106
BK,201603,13459
CM,201708,10819
NE,201603,92
FK,201510,58
DA,201711,149
PF,201709,16
GL,201711,8
LH,201711,12
RM,201711,5
TE,201610,4
KQ,201605,2
MR,201502,1831
IM,201504,212
MA,201505,8011
AG,201508,13250
CD,201508,20722
WZ,201511,3313
CF,201512,15298
ER,201603,5269
NL,201605,63542
FP,201607,321
CU,201609,84494
UV,201609,5753
WE,201610,29662
BP,201610,1487
NU,201611,21470
VE,201612,45112
EZ,201702,16056
PU,201703,405
CG,201706,5318
LE,201709,35236
KU,201709,18932
LS,201709,326
UZ,201710,418
ST,201710,18
PC,201704,86
FG,201608,140
BC,201611,11062
SH,201611,64
CQ,201602,56
FG,201505,144
SB,201609,4
GT,201503,13867
UK,201508,1117269
GH,201508,127027
LI,201508,26059
TZ,201509,21747
RI,201509,112749
EK,201510,702
SP,201512,127378
KU,201601,32068
NI,201604,411442
CO,201605,63497
UZ,201607,7248
CI,201607,16260
IS,201608,362113
MR,201609,1941
NP,201611,54599
MY,201701,137219
JM,201704,26116
MX,201706,134804
MZ,201709,4192
NO,201709,24551
PS,201609,783
PG,201706,110
FJ,201710,389
LQ,201611,4
NF,201503,1180
PM,201711,450
TK,201507,42
MT,201512,18109
SO,201607,57424
CM,201709,9019
CJ,201711,26
KT,201601,2437
FP,201502,23
CY,201710,68
NF,201510,23
TL,201706,37
MN,201502,1026
EI,201503,193446
SI,201503,4141
JA,201504,306535
EG,201504,191244
SO,201504,153237
KE,201505,135551
GI,201505,2608
PA,201506,5426
TX,201508,8814
SZ,201510,75886
LA,201510,3659
TZ,201512,30024
GT,201512,11422
AR,201601,27453
BL,201601,7040
GR,201602,209738
PF,201602,1056
CT,201603,13530
GJ,201603,2216
ID,201604,112188
NS,201603,411
OD,201605,14858
CT,201605,6316
PS,201606,726
WE,201608,27623
BF,201608,11714
SO,201609,86086
WI,201609,928
JA,201610,207444
GL,201610,2187
CM,201610,15352
UP,201612,88437
MI,201702,14396
VT,201702,8740
RM,201702,4528
PA,201703,1386
GH,201705,101142
RS,201706,791668
CY,201707,14722
CO,201707,21978
RO,201707,22703
MD,201708,6014
TD,201708,13837
CY,201708,8299
PP,201708,9859
NU,201708,3365
PS,201602,684
LS,201502,89
DR,201710,10
MI,201510,11276
CI,201510,38089
MK,201510,10930
KU,201605,26413
,201609,1498471
TO,201706,2808
PC,201508,117
GT,201710,207
TW,201502,7508
BN,201503,6755
UP,201504,139146
JA,201505,233523
YM,201505,225432
BT,201505,4226
AR,201507,46986
CJ,201508,4393
CY,201510,19557
VQ,201511,923
RW,201601,18229
IR,201602,288984
PM,201602,9657
EG,201602,181075
NR,201602,77309
ZI,201603,82001
NP,201606,53330
SE,201607,2855
UK,201610,1255218
AM,201610,33986
UP,201610,59837
CA,201705,442524
RQ,201706,32476
QA,201708,65450
CM,201710,206
GL,201504,1817
TO,201710,12
NE,201708,255
NE,201611,40
PP,201710,495
NT,201510,14
BE,201512,94102
LT,201601,3547
GJ,201612,2339
KT,201505,1851
TK,201608,133
NE,201503,103
PF,201705,36
JQ,201607,5
IM,201710,4
SO,201503,57287
EI,201505,264493
LG,201506,8351
TN,201506,1286
SA,201509,326229
NS,201509,561
PP,201510,11599
RQ,201510,38373
AM,201512,39634
OS,201512,17077
SE,201602,3228
SA,201604,291501
FO,201607,680
MR,201610,4243
NH,201610,3912
MK,201610,5278
GG,201611,5364
AO,201611,13193
NI,201701,465286
ZI,201701,71847
MZ,201701,8558
CM,201702,13926
YM,201703,117334
TD,201704,14473
EZ,201705,24469
NG,201706,17453
IT,201707,137910
MT,201707,16106
AL,201707,9638
FP,201707,379
TT,201507,3904
PA,201509,2239
WI,201611,1522
MH,201704,355
PC,201605,64
ES,201510,11957
LT,201510,4607
KU,201608,26751
TZ,201611,24946
LH,201612,19276
BM,201701,43680
CY,201702,25613
TZ,201703,18293
,201709,826546
FO,201502,36
RN,201608,95
MV,201710,29
NT,201509,75
OD,201502,17944
NU,201502,1572
GV,201503,14371
KS,201506,203489
PA,201507,57902
BB,201509,7288
GQ,201509,8001
BU,201510,35565
EI,201511,162398
AV,201511,547
ML,201511,192261
GH,201602,102565
RQ,201604,24104
PO,201605,21998
AO,201607,6845
NL,201608,61200
RM,201610,2519
NS,201612,905
TN,201612,2268
SG,201702,8223
CA,201704,456753
OD,201704,32438
AM,201706,20125
BK,201706,2733
MC,201706,1745
ID,201707,81608
AJ,201708,14868
RB,201708,6689
GL,201709,1035
UY,201709,4193
RS,201710,9151
MB,201708,128
FO,201509,276
MF,201704,19
IR,201510,370218
CE,201512,51830
MV,201602,13964
BL,201607,4992
OD,201612,31793
CY,201701,32425
MH,201702,177
MF,201609,85
TE,201502,2
MX,201502,74494
GZ,201503,5765
LT,201503,5452
BT,201504,4545
MD,201506,10502
TU,201507,501736
BM,201509,33839
MD,201511,5218
PA,201511,2079
MR,201601,1767
AQ,201601,1482
GV,201602,10213
FR,201603,546599
MX,201604,180995
FO,201605,129
JO,201606,70710
BY,201606,12483
UG,201608,68523
NP,201609,51871
CS,201609,5842
AC,201609,3797
RQ,201612,12416
AJ,201702,37721
EI,201703,231777
VE,201703,21072
GG,201706,4588
UZ,201706,8061
EK,201707,1411
ML,201709,5150
RM,201709,1387
PL,201710,458
TK,201702,74
,201502,513396
LH,201510,6599
LG,201512,7728
AL,201611,15528
CY,201711,169
MO,201502,5331
EG,201503,285569
MT,201503,19989
CJ,201503,4674
AF,201505,353927
CW,201506,1601
WZ,201507,5016
PL,201508,51912
BO,201508,29810
AG,201509,13799
YM,201510,86701
NP,201602,61030
TS,201602,30972
GI,201602,1758
JE,201603,19783
PP,201604,27792
JA,201605,459967
NI,201606,419811
SA,201607,201509
LA,201608,20845
FR,201609,375961
MC,201609,2246
EI,201609,180727
CI,201610,13360
CY,201611,25388
FI,201612,38423
ST,201612,2565
EC,201701,8313
FI,201702,14312
ES,201703,14551
CE,201703,58366
NI,201705,478246
NP,201705,43849
SL,201705,6261
HU,201706,21056
TV,201707,376
EG,201708,92456
CO,201710,1217
CV,201509,441
NF,201708,61
NF,201509,1080
LA,201711,141
CI,201512,26111
TW,201608,40947
HQ,201505,10
LQ,201605,2
HA,201504,25833
CB,201504,40802
CT,201505,15936
MY,201506,187251
SY,201507,407367
KZ,201507,17938
CT,201507,6206
FR,201509,320001
PK,201509,374640
RQ,201509,18628
GB,201509,2404
OS,201510,18898
LU,201510,16439
US,201511,8521753
VE,201512,44885
MR,201602,7158
EK,201604,4433
SY,201605,519726
RP,201606,278561
NU,201606,5058
FR,201607,619376
SZ,201608,71361
TU,201609,327490
KN,201610,70061
BD,201609,6062
CB,201610,40267
NZ,201610,98991
ML,201702,10950
RI,201703,12374
KG,201707,5682
RQ,201707,4749
MB,201704,235
PG,201602,566
EK,201703,1217
SM,201704,285
CQ,201605,48
AA,201604,863
SN,201607,71941
AJ,201608,26868
GH,201611,118843
RS,201612,1167081
AR,201612,30432
SN,201704,57465
MP,201704,3023
,201706,1289796
,201711,2014
GQ,201711,28
BV,201612,6
GQ,201503,8389
GQ,201504,20567
AR,201505,23778
MV,201506,9251
MA,201506,6350
IV,201507,7928
SN,201508,121223
SN,201509,100104
BX,201509,9884
FI,201511,15594
RI,201511,21226
MX,201601,321408
IC,201601,7303
FM,201601,638
NG,201602,14996
CE,201602,64338
ZI,201606,61213
RW,201606,22016
QA,201609,24326
AG,201611,19723
WE,201612,60617
ZA,201612,14467
GM,201703,369476
GV,201702,10607
FK,201702,855
PK,201704,311922
PE,201704,20020
NZ,201705,87023
MY,201705,88526
BU,201706,11551
CO,201708,42524
MI,201709,8482
LU,201709,2922
LS,201504,267
PL,201711,639
TL,201511,171
AV,201708,123
SG,201710,150
PK,201611,417457
PK,201711,1098
RQ,201710,1188
MP,201711,24
LQ,201609,1
TK,201506,108
SB,201707,1
LY,201502,62163
PM,201502,3918
LG,201502,3806
GL,201502,641
EN,201502,3032
NG,201502,9611
QA,201503,44356
AN,201503,1197
CW,201503,1449
NS,201504,1716
QA,201505,64151
AJ,201505,35550
EN,201507,8425
GJ,201509,2531
GM,201601,424384
OC,201604,3940
EC,201605,12485
GG,201605,6612
MI,201609,13443
TL,201610,66
LO,201702,3105
AC,201702,2471
RO,201703,41142
VM,201704,69652
PP,201705,11007
NS,201706,931
CY,201706,19047
IS,201707,750108
DR,201709,14333
GQ,201710,90
CQ,201609,81
CM,201704,11209
CM,201707,10709
SO,201708,59381
CH,201711,4872
TT,201702,1260
LS,201701,581
RN,201706,41
PF,201604,282
SC,201504,482
BE,201505,65096
TW,201506,61836
NZ,201507,157035
HA,201508,39309
TH,201509,164692
SC,201509,831
CV,201510,546
BH,201510,13137
AE,201511,84634
NP,201512,56885
GV,201512,6066
MC,201601,1264
VE,201604,33503
FI,201605,22328
AG,201605,14436
HA,201607,16562
CJ,201609,2631
CM,201609,9117
BX,201610,33195
BB,201611,14373
PF,201703,68
CB,201704,17449
BP,201705,1667
MA,201705,3234
IT,201709,72092
MJ,201709,912
SG,201709,3014
AQ,201505,441
YI,201509,148
CV,201706,185
SI,201603,5801
BD,201604,7073
MC,201612,2276
CN,201707,207
SB,201706,2
PM,201503,18835
MG,201504,9230
RP,201505,170937
WS,201506,3525
OD,201506,17595
CH,201507,755050
UK,201507,1176080
IN,201509,884801
VE,201511,30640
IV,201511,11315
FR,201601,465816
AS,201602,1570709
LU,201602,8790
EZ,201603,29035
NC,201603,632
NU,201605,4543
MN,201606,2750
PE,201607,23451
MZ,201607,23390
BC,201610,10941
EK,201611,2081
TP,201612,6415
GJ,201701,3178
VQ,201702,2657
SF,201706,148880
TX,201706,3129
MD,201706,3338
LG,201707,6403
LA,201707,4223
MC,201707,2944
FO,201708,200
TP,201607,228
BR,201604,125564
CH,201702,491075
AO,201703,8435
AN,201707,40
KU,201711,66
TL,201508,29
DJ,201711,13
RS,201502,218520
UK,201502,392123
EI,201502,54277
BL,201502,1815
BP,201503,3025
SN,201504,77825
LE,201506,70412
TT,201506,7613
KN,201508,125229
WI,201508,1471
VM,201510,62604
GZ,201510,6216
NZ,201511,137970
KT,201511,10323
WI,201512,891
WA,201602,13739
MA,201602,1679
TS,201603,61994
MP,201603,3159
JE,201605,25262
UK,201606,1787117
UY,201608,3325
JO,201610,40216
VC,201611,2162
ZI,201612,92248
GT,201701,9568
DO,201702,1611
BB,201706,6790
AC,201708,1464
CD,201708,14304
GL,201708,3491
SB,201502,4
GJ,201709,1801
TV,201609,322
JN,201703,2
SH,201709,21
MU,201603,18831
ST,201709,709
AA,201609,1407
MF,201703,32
NT,201502,16
AQ,201710,16
LQ,201606,2
TN,201502,1368
VI,201505,423
RM,201507,1398
DO,201507,842
AQ,201508,737
CW,201508,1088
ST,201509,1573
KZ,201510,10939
RI,201510,40973
BR,201512,72095
IZ,201601,327600
PC,201601,148
TD,201602,17405
BF,201605,16506
MO,201609,35541
US,201610,10170156
RS,201610,677569
GV,201611,4770
VM,201612,88164
MD,201701,8937
GJ,201702,1498
AF,201703,219198
HU,201703,43342
WE,201703,32841
JA,201705,292617
KZ,201705,25749
TS,201705,13618
GH,201709,57614
JO,201709,26434
MA,201709,2115
MH,201502,228
AV,201702,404
UZ,201711,71
GA,201711,54
SM,201702,64
BK,201510,2676
GL,201601,4169
CA,201603,603726
TT,201603,2483
CM,201711,24
BL,201710,74
FK,201511,924
AV,201710,4
AF,201502,124654
RI,201502,3492
EZ,201502,17966
FI,201502,5028
BO,201507,18599
MN,201509,2805
CU,201511,78060
HA,201601,42339
AR,201603,74102
GL,201604,3623
SA,201605,152315
IN,201607,982063
KV,201607,6716
IV,201608,5370
CD,201610,20971
AV,201611,352
LA,201612,8966
BC,201701,6338
ZA,201705,19340
GQ,201705,9180
BT,201706,4968
TH,201707,67999
UY,201707,3295
BE,201709,26808
ES,201709,4642
TL,201510,286
KT,201607,226
PC,201611,348
PU,201701,1504
MB,201503,253
AV,201612,580
HR,201711,52
CN,201705,302
CV,201608,274
FM,201611,298
AR,201510,25831
BK,201512,5441
KU,201611,20881
NT,201709,12
HK,201502,11296
BT,201502,1443
GL,201507,3823
BU,201508,26569
BH,201509,10403
MU,201509,20475
ID,201512,147923
NO,201512,44711
TX,201602,4261
LI,201604,22242
RQ,201606,63839
TX,201609,5199
PP,201610,4717
KS,201611,251199
MD,201611,12048
KR,201611,2099
SP,201612,96834
GG,201612,4732
ST,201701,1839
BA,201703,30435
KU,201706,18932
WI,201707,429
VE,201708,222916
SW,201710,380
WI,201610,858
LS,201609,474
SV,201504,790
GP,201510,127
WA,201711,642
LQ,201601,8
NT,201607,14
TL,201611,54
KS,201503,177248
CS,201504,7501
BM,201507,50720
TI,201508,9865
SF,201509,187775
BN,201510,8940
FR,201511,1469703
RN,201511,213
ZA,201512,22124
MD,201512,4545
LE,201602,71786
ER,201602,8060
PK,201603,533085
MZ,201605,9430
EN,201607,10965
ZI,201608,109584
VT,201607,5744
NR,201608,14817
IZ,201610,574475
SY,201610,625166
NO,201610,40943
AJ,201612,43654
MR,201612,2087
NZ,201701,71915
GG,201702,5681
MN,201702,1335
RN,201703,105
SA,201706,204898
SC,201705,285
EI,201706,157583
DR,201706,6121
MN,201707,2039
UG,201709,30549
CQ,201509,107
SM,201603,216
MR,201703,796
CB,201711,856
AV,201508,534
OC,201706,462
PS,201702,222
KE,201602,85648
TT,201602,13418
AQ,201606,833
SN,201702,61279
NC,201508,241
FM,201508,1262
LT,201502,4000
PS,201504,2964
TZ,201505,55876
LH,201505,22866
MT,201507,17497
PO,201508,18388
GB,201508,3210
SC,201508,826
KU,201509,17149
UV,201510,15747
HA,201510,32682
ER,201511,9561
MP,201512,19498
EG,201607,116489
DA,201608,24736
IS,201609,538411
MN,201608,2720
BT,201609,7072
BG,201610,128311
CH,201611,687869
LA,201611,9145
BU,201612,29534
VT,201612,6620
CG,201702,4654
EN,201704,11821
US,201707,7250724
KU,201708,17988
GZ,201710,250
TV,201605,857
PF,201610,108
TK,201509,32
BY,201603,16407
RO,201605,41883
SP,201705,103779
LO,201707,3004
NE,201601,45
NE,201512,90
PF,201606,40
BN,201711,6
LO,201711,18
JA,201502,88198
MU,201503,24464
HA,201503,16981
RQ,201503,7717
FG,201503,180
EI,201504,146378
PE,201505,30861
CU,201505,158008
MX,201506,153082
RE,201508,23121
GY,201508,17438
SU,201509,53901
WZ,201509,6807
ZA,201509,20303
LT,201509,3834
CD,201510,21453
BF,201511,24468
ET,201512,51858
NC,201512,413
GK,201601,2288
YI,201601,622
RP,201602,217958
PE,201603,25596
CV,201603,1035
IN,201604,899777
US,201606,10577315
CT,201606,11619
RS,201607,442346
OC,201608,721
UG,201609,61891
PE,201609,37856
RQ,201610,14299
GR,201612,82754
DR,201612,5674
EI,201701,197748
EZ,201701,36538
EK,201701,8481
PA,201704,16168
LU,201706,9794
MI,201708,12545
MK,201708,8030
IN,201710,9028
AC,201508,2561
VC,201612,1185
MH,201705,146
PK,201512,554064
AO,201604,13910
OS,201604,11585
TZ,201610,30491
MP,201702,2743
SW,201705,70703
PF,201601,9387
TV,201511,368
TK,201705,48
NT,201707,31
KG,201502,3055
KZ,201502,6958
ZI,201505,58175
ER,201506,13143
AU,201506,71157
MJ,201508,1119
NR,201509,17224
GZ,201509,4525
NH,201509,1543
WS,201510,3736
ER,201510,14611
YM,201511,61938
AJ,201512,41683
RP,201601,225020
VI,201604,8295
SZ,201605,111352
IZ,201607,424712
TU,201607,958093
AM,201609,32373
SC,201609,411
CG,201609,11879
UK,201611,1306476
WS,201611,4814
BA,201701,60699
MC,201704,1361
LI,201705,17019
VE,201705,85175
IC,201705,8723
BK,201708,1223
IZ,201710,4256
PC,201609,124
BM,201710,543
CV,201607,344
SM,201703,217
IM,201703,248
CJ,201706,1364
GP,201511,124
DQ,201509,4
MX,201503,151170
PP,201504,10522
GT,201506,21206
VE,201506,25906
FG,201506,427
AF,201507,315106
MH,201509,925
CT,201601,12204
TW,201601,60967
SC,201601,678
MK,201602,46767
SA,201603,154576
TH,201603,94129
OD,201604,50746
FJ,201606,26181
TX,201606,3328
PM,201608,13259
ZA,201608,33909
MV,201608,9909
GM,201609,255212
MX,201610,153137
AY,201611,6768
EI,201704,115341
BK,201703,3793
VT,201705,16883
TI,201706,3880
RM,201706,1406
VI,201706,352
NZ,201707,86237
PO,201707,19730
FP,201606,340
CW,201701,956
RE,201502,119
FG,201708,53
NC,201602,432
TN,201510,1081
LH,201512,6457
LY,201605,120879
GA,201605,12887
MC,201702,10999
LS,201602,320
PF,201603,41
PC,201505,216
SH,201705,6
VT,201711,98
HQ,201508,16
NF,201703,134
KG,201504,9192
NZ,201508,143056
AQ,201509,851
VM,201511,97454
GT,201511,7423
JM,201602,33250
LH,201603,6921
ZA,201604,26812
CJ,201604,5203
IT,201605,212937
TT,201605,2089
TX,201605,9302
BH,201607,9439
UV,201607,3891
GY,201610,14035
TH,201701,71526
SG,201701,52969
ST,201702,891
TO,201703,1617
BX,201703,15984
MD,201704,4083
AR,201706,13425
BX,201707,8067
GP,201503,128
PC,201703,238
MF,201604,68
MF,201709,26
WQ,201605,6
MJ,201704,7149
BY,201502,2134
JM,201505,43831
IN,201506,916436
JM,201508,37381
OS,201509,14355
AC,201509,2701
KV,201512,7234
TD,201601,9761
NU,201602,4250
LU,201605,7083
CF,201607,14454
GR,201608,85578
RB,201608,10023
UK,201609,1296649
GB,201608,9941
YM,201609,49119
MA,201612,14504
RS,201702,821425
HU,201702,26542
LU,201705,5418
KR,201706,418
HA,201707,12937
JA,201708,267963
NI,201708,399895
IM,201503,406
AQ,201510,835
FP,201512,231
