ActionGeo_CountryCode,MentionTimeDate,count
TH,201511,99186
LO,201603,12562
GA,201603,14647
PA,201603,1541
TZ,201604,27536
MJ,201702,4527
AO,201706,8387
IR,201711,1599
NT,201611,35
YI,201708,220
KR,201711,6
WE,201504,23234
FR,201505,380532
SU,201505,51393
TU,201506,300694
HO,201507,9933
AE,201507,61220
MN,201508,7328
CA,201509,588827
AE,201509,63497
IV,201509,9782
CT,201602,22555
CI,201603,15841
LG,201605,6221
TD,201608,17407
IN,201702,706728
EK,201705,2080
ID,201708,71490
JE,201710,184
FO,201608,782
AV,201705,347
SF,201711,1798
VI,201609,443
AN,201701,73
GK,201512,1678
FM,201510,1158
LS,201605,3176
MH,201505,834
PC,201511,217
CQ,201502,8
ER,201710,8
BG,201503,145242
OD,201503,27859
MZ,201503,17460
FR,201504,391109
SP,201504,123163
GB,201504,1909
GZ,201507,11571
GK,201507,2077
MD,201509,11650
EC,201510,10511
OC,201510,3545
IT,201512,147624
UZ,201512,8568
LE,201603,76254
AV,201603,233
BF,201604,20100
GV,201604,4174
SF,201605,257162
MO,201605,19759
ML,201606,15822
WZ,201606,4486
QA,201608,23000
BR,201610,72320
RW,201610,34719
GP,201702,226
BG,201706,58916
FM,201708,512
MH,201503,555
TV,201703,758
CW,201708,921
LS,201706,113
TV,201602,178
CA,201601,619280
LT,201602,2789
AA,201606,1157
BB,201609,14023
PC,201506,234
NT,201604,58
CD,201502,13364
GR,201503,174183
TH,201503,111535
IZ,201504,357998
BN,201504,5200
MP,201504,2896
LU,201507,7678
VQ,201508,2312
MT,201510,18186
UK,201602,1073833
ML,201602,20954
ER,201605,13479
AG,201606,13306
JO,201608,45075
RW,201608,24604
KS,201610,151175
CD,201612,13345
VM,201702,92522
IC,201702,15889
MV,201705,7741
BM,201706,31326
VE,201706,64378
ML,201707,10929
CB,201709,39957
CU,201709,65260
PG,201510,568
OC,201512,940
SC,201605,431
AY,201706,1616
YI,201511,710
PU,201604,234
BA,201510,18770
ER,201512,19244
AJ,201603,26431
CA,201612,565227
TN,201704,2426
UP,201707,76142
SE,201711,65
PF,201512,8
CW,201710,19
RW,201502,7095
LT,201505,2145
UG,201505,44606
KU,201506,76986
CY,201506,29910
CE,201508,103466
IT,201508,221994
SO,201509,47027
IC,201509,13988
LO,201511,5016
BY,201511,56740
UG,201602,116713
BB,201603,6518
PE,201604,47694
MV,201605,4856
GV,201606,4572
BM,201607,29313
EC,201610,18323
VQ,201611,3078
HO,201611,4824
JO,201612,80894
KE,201701,110467
MT,201702,24933
NH,201704,1521
RN,201705,171
GK,201706,1636
TD,201707,12805
GH,201708,93166
PA,201708,2386
CQ,201510,99
TK,201707,69
,201508,1901436
ES,201612,5495
LT,201702,3663
BF,201703,10520
MG,201710,144
IZ,201502,168247
UZ,201504,8469
UK,201506,1126969
BP,201505,2177
RS,201506,429086
LH,201506,15911
LU,201506,30729
DR,201508,12613
UP,201509,112690
MO,201509,18541
RW,201510,19085
GK,201510,1781
FO,201510,274
SG,201512,12667
HU,201512,29007
NZ,201601,89837
BP,201601,1184
MT,201602,16908
FJ,201603,28729
UY,201604,10764
SE,201605,2374
LI,201607,19357
NL,201607,46682
SA,201609,202084
WZ,201609,4966
ML,201609,15934
FP,201610,420
ZA,201611,10164
CD,201701,19254
QA,201702,23354
EK,201702,3413
LG,201703,6871
NL,201703,200100
NP,201703,55600
VI,201703,631
VM,201706,62786
MN,201706,3229
ET,201707,13812
PC,201509,177
IM,201609,416
PF,201707,119
MH,201708,120
RW,201710,192
TK,201704,10
BN,201601,6804
YI,201502,49
MI,201710,99
RP,201503,201410
GY,201503,14208
AA,201504,790
RO,201509,74000
TN,201509,1976
UP,201510,90768
PM,201510,17774
MY,201601,144182
VC,201601,920
NG,201601,12194
MX,201602,360089
HO,201602,5925
CD,201603,19661
GB,201603,1171
CE,201604,43400
MD,201605,4613
MI,201607,31870
MN,201607,3446
MY,201608,123931
GB,201609,54099
AY,201609,1416
MY,201610,122887
SO,201610,97396
PL,201610,66401
BD,201612,4499
MN,201612,1860
GV,201701,11691
VI,201702,1812
IR,201704,214694
PM,201706,29091
BY,201706,5784
HO,201708,7341
BA,201708,13955
FI,201708,40044
SU,201709,26186
GY,201709,6665
AR,201709,16082
IC,201709,8773
EG,201710,1048
LS,201506,307
MH,201703,372
SV,201605,184
NF,201707,26
CQ,201607,564
WF,201709,8
KE,201603,95364
KR,201605,1147
BO,201611,17340
SH,201512,185
DQ,201705,3
SH,201508,52
TV,201711,2
HO,201502,1113
DO,201503,1045
UK,201504,921573
RS,201505,399672
LI,201506,20563
BX,201507,15028
TS,201508,21039
BG,201508,173523
AJ,201509,37778
GR,201510,168891
SA,201510,216789
FI,201510,19489
GA,201510,16086
MT,201511,65988
ZI,201601,64716
BA,201602,46969
GM,201603,267350
RN,201603,73
SG,201604,16485
PO,201604,19799
UY,201606,5670
NI,201607,419695
OD,201609,42160
CM,201611,12098
KU,201701,29506
BK,201701,2622
IR,201705,280237
VQ,201706,1918
LT,201707,2183
HA,201708,18920
EZ,201709,9127
PG,201705,383
IM,201707,569
BK,201511,6435
,201604,1621773
MY,201611,151255
TT,201705,1439
NE,201609,414
CN,201503,480
CD,201711,72
NT,201601,23
GH,201503,109105
GM,201506,450985
AU,201507,86021
AL,201508,11191
OS,201508,12985
BG,201509,89457
GA,201509,14029
JO,201512,77770
LI,201601,20530
MP,201602,3313
ID,201603,141712
BE,201604,223617
CS,201604,8346
LA,201606,9756
OS,201612,15549
TX,201612,5661
LH,201702,14477
SO,201703,130293
MI,201703,13761
BG,201704,104525
SL,201704,7171
AS,201705,968601
KS,201705,232239
LE,201705,42300
IM,201705,255
IZ,201709,112624
LH,201709,3037
MN,201710,49
KU,201607,25451
KG,201612,17131
MC,201701,1685
BN,201702,6424
MH,201602,416
MP,201710,46
GG,201711,2
CF,201502,5084
MJ,201502,489
GG,201503,7079
TL,201503,136
AJ,201507,22995
UV,201507,11251
MA,201507,3171
BC,201508,15711
BL,201508,8490
NP,201509,96353
US,201510,8786974
NU,201509,6522
GK,201511,1936
NS,201512,950
AJ,201601,19742
MG,201601,4956
AR,201602,30287
IC,201606,11733
GG,201607,6418
BU,201609,22761
CT,201609,6538
BU,201610,25768
LO,201610,5450
LS,201610,405
DA,201612,31227
US,201701,11162918
GG,201701,5695
TS,201702,23025
TX,201702,5775
MT,201708,11163
PS,201708,500
GK,201709,543
LA,201710,62
FP,201608,296
LS,201707,155
FK,201707,27
KT,201708,107
CS,201510,7325
MT,201605,17479
BX,201608,18457
IO,201509,12
YM,201502,47366
BM,201503,81941
AO,201505,16743
DJ,201506,5522
AC,201507,1810
MN,201507,5975
GP,201509,306
GR,201511,182810
LE,201511,92664
VT,201603,5719
RB,201603,25878
GV,201603,7066
US,201604,9461820
ET,201604,41334
KN,201606,89139
MV,201606,6901
ZA,201607,17436
BK,201607,4887
LG,201608,6103
BA,201610,27084
MY,201702,239039
KG,201702,13012
ML,201703,11314
LI,201707,10025
BE,201708,51056
MC,201708,4994
GQ,201709,17669
AG,201709,7756
KE,201710,667
GR,201711,718
FM,201704,331
,201506,1441437
BC,201511,12383
BL,201512,5271
BM,201602,39706
HR,201607,8731
BG,201611,153144
AN,201611,60
CE,201709,28832
SO,201709,33808
CN,201504,210
SM,201510,135
TV,201701,55
PC,201708,440
LG,201711,28
UZ,201502,4550
IS,201504,378525
BC,201504,8661
MJ,201504,946
RO,201507,29127
OS,201507,7459
NR,201507,20326
ET,201510,28270
ML,201510,11336
NG,201511,14617
UZ,201601,6228
KR,201607,764
BU,201608,21631
UP,201609,87187
HA,201611,43972
VT,201701,10114
BX,201701,14208
AS,201703,893835
CD,201703,12760
RB,201704,18662
HK,201706,33993
LI,201706,13546
UG,201706,53933
SG,201706,5983
SU,201707,36391
IC,201707,4591
ZI,201709,37116
TK,201611,86
BD,201704,2418
CV,201703,889
GP,201706,73
NS,201705,825
AU,201710,444
TV,201510,318
EI,201606,158065
CJ,201703,3548
NH,201502,250
CN,201601,672
SH,201607,316
OD,201711,28
PK,201502,122953
FI,201503,16187
GQ,201505,9851
RW,201508,29928
AA,201508,1150
BN,201509,13376
GQ,201511,7128
FM,201512,873
KV,201601,5450
BD,201602,4303
EZ,201605,28961
GJ,201607,4180
IN,201608,1272177
PO,201608,32294
CO,201611,71744
MU,201701,26972
MO,201705,19537
BN,201707,5897
IR,201709,166411
LQ,201704,2
SI,201707,5505
DO,201708,620
CU,201710,574
EK,201511,867
TK,201706,265
MR,201711,77
TW,201605,64553
EC,201608,13048
BE,201702,86799
MG,201703,5211
UP,201709,43563
RN,201504,64
SM,201512,354
SY,201711,824
IO,201612,15
PC,201510,299
SB,201708,16
SG,201711,4
SB,201512,5
BV,201503,8
IS,201502,148265
FJ,201502,7407
MX,201504,135615
KG,201506,10304
GB,201506,1271
CA,201507,597391
SG,201507,22155
SF,201508,239893
TN,201508,3104
JA,201511,243382
PS,201601,535
GL,201603,5664
HA,201605,28966
EZ,201606,17444
GH,201608,119851
VC,201608,1884
GT,201610,6450
OC,201611,1991
KS,201612,210911
MR,201702,2291
NU,201703,7257
EZ,201704,16154
GB,201704,528
TS,201707,8715
GM,201708,227127
OS,201708,7726
ST,201504,1409
PG,201601,884
KT,201603,705
MY,201510,154619
CA,201511,645918
LY,201603,120158
RP,201605,347386
BX,201605,31097
BK,201611,4558
KT,201608,193
FK,201609,78
NO,201502,13855
SU,201503,56695
SL,201503,56097
BL,201504,4224
SP,201505,113943
TH,201506,109417
WZ,201506,4554
TZ,201508,21868
BC,201509,9513
BL,201510,9355
UZ,201511,19848
CW,201512,1406
AL,201601,7558
SC,201603,640
ID,201605,121877
UP,201606,52430
UG,201606,56195
SA,201606,126169
GY,201606,11751
SU,201608,54124
IR,201609,264522
TH,201609,100443
FI,201611,15064
DO,201611,1216
GA,201612,95772
LE,201701,54670
HA,201701,30073
TH,201702,83977
AU,201703,31674
MZ,201704,3022
BH,201708,10816
MH,201511,392
AV,201706,527
WQ,201507,175
TZ,201602,31766
AR,201604,33642
SP,201605,122427
TL,201604,31
SV,201505,245
AY,201710,45
WQ,201608,27
SO,201502,47374
MY,201502,40033
UV,201503,5291
NP,201504,361349
HK,201505,30274
MY,201508,292623
JM,201509,34836
MB,201510,292
SG,201511,10691
MV,201512,13016
RQ,201601,22342
BP,201605,2999
MZ,201606,10072
BP,201607,2974
CD,201607,13714
SZ,201609,69609
MK,201609,8973
HU,201704,51034
HU,201705,30592
OS,201706,4810
MA,201706,2045
KV,201707,1743
QA,201709,50330
SV,201511,645
NP,201711,193
GH,201510,103480
UY,201510,3033
AG,201608,18089
MB,201505,987
TL,201707,35
PF,201508,24
BX,201502,2703
NL,201503,75031
NH,201503,48482
ZA,201505,21248
FI,201506,20882
TS,201506,215165
KG,201508,9454
LH,201509,10721
FI,201512,20242
SN,201601,76351
NL,201601,76179
LG,201601,5169
JA,201602,196952
ID,201606,111515
ST,201607,2509
SE,201608,2976
YI,201701,235
PA,201701,2167
LS,201703,274
NZ,201704,80466
RM,201704,4203
ER,201704,4432
CO,201705,54282
WA,201706,8040
HU,201707,26420
NP,201708,39387
RN,201610,103
FP,201611,563
AN,201708,120
MU,201602,15108
YI,201608,145
CU,201611,343301
CJ,201707,2278
SP,201709,88146
UK,201710,15852
NT,201603,4
HU,201502,15157
CH,201503,736962
NG,201505,14848
RI,201505,12229
NZ,201506,132169
SW,201506,67031
LA,201507,7241
AO,201508,11786
SF,201510,200160
CJ,201510,8647
BX,201511,37563
MZ,201512,5748
VC,201512,1381
GL,201602,8149
TX,201603,7188
FR,201604,395285
AF,201606,346430
CT,201608,5370
SP,201611,92076
ST,201611,1966
LG,201612,9397
VE,201702,30471
GG,201703,8134
FI,201704,18416
MZ,201705,5501
KZ,201706,28773
HK,201707,32471
MR,201708,2931
AV,201610,321
NR,201706,1157
MU,201601,15032
LT,201603,2789
BT,201603,6428
PA,201606,4240
SO,201612,62703
SY,201703,420542
ST,201707,1152
TU,201709,122366
AN,201607,220
BM,201711,416
CQ,201703,47
CQ,201504,59
IM,201709,54
GQ,201502,3454
MJ,201503,1488
KV,201504,4402
MO,201505,31533
GR,201506,596057
PO,201506,25946
FR,201510,326130
SA,201511,126696
IN,201601,841836
BF,201601,19084
NP,201603,70970
OD,201603,18438
EC,201604,69659
TI,201606,9434
TD,201607,17541
GJ,201608,2228
CJ,201610,1657
IR,201702,380341
PO,201702,26080
HA,201702,19443
AC,201703,2103
IN,201704,744837
GK,201704,1535
ZA,201707,19211
SL,201707,3863
GV,201709,3357
BC,201711,385
FK,201703,122
BM,201604,43518
KV,201604,6946
BM,201703,24946
LS,201607,344
MH,201603,1146
IM,201511,450
CQ,201612,24
IM,201510,58
JQ,201707,10
IO,201708,4
TZ,201502,8245
SC,201502,347
NO,201504,35428
SL,201504,15552
OC,201507,2279
EZ,201508,28830
HK,201511,31241
CY,201511,22939
NI,201601,367029
CE,201601,64168
FP,201602,2477
PM,201604,124737
BA,201604,28254
HO,201604,16039
CE,201605,70411
SU,201605,51892
MN,201605,3921
UP,201608,98770
BE,201609,57534
LA,201609,141997
JA,201611,242304
SI,201612,2384
CG,201704,4075
UZ,201704,14014
AG,201705,12506
FR,201706,462703
BP,201706,1992
ES,201706,6707
MI,201707,13522
GG,201708,8176
EC,201708,4212
WQ,201611,19
AQ,201703,330
PG,201704,492
TP,201510,734
SE,201510,4773
CJ,201708,1767
NE,201608,97
PF,201504,50
GB,201710,31
UP,201502,171583
US,201503,9433991
WZ,201502,1830
IV,201503,17561
VE,201504,43117
BY,201504,31785
TT,201504,1701
AE,201508,73799
NU,201508,5693
CH,201511,835785
KS,201511,140097
ZI,201511,71132
AM,201511,30407
GR,201512,130221
RM,201512,4980
EG,201601,185900
MK,201601,17194
HU,201602,33412
IZ,201603,294726
IR,201603,287383
CJ,201603,3432
CD,201608,18205
GI,201609,1936
WS,201610,3848
TU,201612,369402
BT,201612,4995
DA,201701,32366
UZ,201701,12553
GQ,201702,11804
BP,201702,1948
UY,201702,2193
TD,201703,17019
RS,201704,874175
NS,201703,1479
GT,201705,8544
BC,201706,10259
IS,201708,393939
NZ,201709,61771
PG,201508,291
CQ,201604,69
DO,201706,507
VC,201602,742
MF,201605,431
AO,201707,7265
WQ,201510,12
ES,201711,6
AC,201710,18
LY,201503,146093
MC,201507,1843
MD,201508,4007
PM,201508,14044
DO,201508,8643
ID,201510,155317
MV,201510,29127
RB,201602,22659
PK,201604,385480
IM,201605,234
VT,201606,6016
ET,201607,33177
FR,201608,407529
RW,201609,20092
VQ,201609,2718
TS,201611,11756
WZ,201612,2553
PA,201612,1697
MN,201701,1029
FM,201701,331
RQ,201702,7831
RS,201705,1123817
CA,201706,439717
ZA,201706,21220
LA,201706,4887
LO,201709,2217
VI,201509,445
SU,201710,241
MX,201512,172263
PO,201512,28138
KU,201603,21774
BM,201603,44953
SY,201709,147918
AV,201605,434
RM,201607,1308
NC,201701,440
RN,201702,246
KT,201507,457
GH,201502,41546
CU,201502,45966
NZ,201503,149357
BU,201503,24272
FI,201504,20946
AC,201504,2439
LT,201504,2152
FJ,201505,15364
BF,201505,13895
VM,201507,124017
RP,201508,242437
MI,201508,11166
VM,201509,78032
JO,201509,91009
IS,201512,462705
JE,201601,20688
CY,201602,17866
CY,201606,17466
IV,201607,4604
GZ,201607,6207
GK,201609,2042
GR,201611,146627
CW,201611,825
RB,201703,9475
JE,201705,18846
BF,201705,16371
CT,201705,23029
TS,201706,9584
IR,201707,231444
CW,201707,622
CS,201708,5410
TH,201710,1369
CV,201604,1369
GP,201602,201
NT,201610,18
CW,201709,515
YI,201505,184
CQ,201610,1689
SM,201701,142
MT,201710,235
NR,201510,54317
BC,201606,13841
LS,201606,402
SM,201607,98
WQ,201705,14
LE,201502,32995
IR,201504,645495
AL,201504,6947
GK,201504,2940
RE,201504,1308
CS,201507,8424
ET,201507,132464
IR,201508,498559
KN,201509,59694
KV,201509,5703
CD,201509,15518
AG,201510,10846
LY,201512,96296
DA,201601,63069
RM,201601,724
EC,201602,17759
MD,201603,4929
PE,201605,33439
KG,201606,9176
GG,201606,5420
SG,201608,7088
PA,201611,1333
KG,201701,28917
NP,201702,36705
IS,201704,443335
LA,201704,5480
SE,201706,1654
WA,201709,5682
RO,201710,174
IZ,201711,846
PS,201709,285
PG,201512,1022
AM,201710,102
NH,201510,5266
BL,201605,6078
AE,201612,71614
SY,201706,276876
CN,201502,319
LQ,201512,4
JN,201606,10
SI,201502,772
MC,201503,1875
BA,201504,27501
CA,201505,630132
MZ,201508,12212
BY,201510,18068
CT,201511,102287
RE,201604,1553
MP,201604,5943
BF,201606,15543
UZ,201606,26108
GM,201607,462207
MO,201607,18210
PP,201607,9433
BC,201609,14946
ER,201609,5831
TD,201609,21998
AR,201609,19771
RB,201610,13874
US,201611,10795980
TU,201611,377969
VE,201611,35230
AS,201612,844537
GZ,201611,6384
IZ,201701,411110
US,201702,10186965
ID,201703,121668
MN,201703,3169
GA,201705,11709
EN,201705,8142
BU,201707,11756
VT,201709,3966
SN,201711,544
AQ,201512,588
MB,201611,141
LQ,201506,16
FM,201612,473
LS,201503,364
OS,201605,18582
BE,201612,65029
TT,201704,1429
BM,201705,22179
FG,201502,71
MB,201609,250
NU,201711,84
MQ,201511,26
WQ,201506,12
VM,201502,19100
KU,201503,40314
FR,201503,448894
YM,201503,301551
GR,201505,182521
GY,201505,24048
AG,201506,34711
CT,201506,5915
CJ,201507,4552
CN,201507,402
QA,201508,46028
SU,201510,40600
ZA,201601,20802
MI,201601,14632
OS,201602,12552
IS,201603,629390
WS,201603,3873
MO,201603,44667
CH,201604,675368
GQ,201605,14107
IR,201606,214049
NR,201606,3248
AL,201606,20357
BG,201607,617635
OD,201611,34188
AV,201703,365
RQ,201704,8899
CS,201706,4735
NO,201707,21648
CV,201508,851
FO,201610,143
FG,201611,92
OS,201710,37
AL,201511,14804
RM,201603,1403
BT,201604,31604
NC,201509,281
LG,201504,16814
GV,201504,11933
CY,201505,17096
MJ,201506,1818
RM,201506,669
MX,201508,184699
GR,201509,299948
WA,201509,21906
NS,201510,2318
SC,201510,996
TI,201601,6282
KZ,201601,8153
NG,201603,12446
MC,201603,1940
IZ,201604,283763
NR,201604,28863
VQ,201606,2012
NU,201607,3611
OD,201607,116497
VT,201608,4099
RQ,201609,19854
MA,201610,2687
TI,201612,7409
IT,201701,178949
ID,201701,132785
SI,201701,4552
GB,201701,3880
IS,201702,592650
IT,201702,129729
SV,201702,519
CD,201704,9980
RM,201705,1642
FP,201705,783
KS,201706,112771
JA,201706,241457
GV,201706,3818
RM,201707,3472
WZ,201707,2534
TW,201708,23264
VM,201710,551
NS,201611,446
RE,201705,926
SB,201608,60
TT,201512,2823
SY,201707,264429
BE,201707,53000
VQ,201506,2464
AN,201609,87
MC,201711,27
AY,201711,14
SP,201502,34526
BU,201505,23888
OC,201505,1107
UZ,201506,10253
IC,201506,7735
MG,201507,7711
HK,201509,30544
TI,201509,21942
EZ,201510,37140
TS,201511,52802
MV,201511,34244
BT,201511,5874
PE,201601,19660
TX,201601,5035
NH,201605,4130
MY,201607,136336
UG,201607,73712
BO,201607,17683
CY,201607,19430
GM,201608,261597
VQ,201608,2311
KS,201609,184603
LE,201609,39757
SP,201610,109952
AL,201610,12383
MN,201611,3434
BG,201701,140736
PP,201702,8006
IR,201703,157984
JE,201703,23995
HA,201703,34622
AN,201703,233
BR,201704,66669
CS,201704,9738
MU,201706,9512
TI,201708,4681
CG,201709,2691
MY,201710,2228
CS,201710,73
SV,201701,188
AQ,201702,1713
FO,201606,132
TK,201610,86
LY,201606,95336
LS,201704,295
RW,201711,58
SH,201604,80
AS,201502,583415
MU,201502,4970
BX,201503,9973
GG,201504,5752
NU,201504,5221
KV,201505,6353
GH,201506,107037
EN,201506,22044
BR,201508,71167
ZA,201508,23044
LE,201509,97231
HR,201509,112161
CM,201510,17951
CB,201510,30316
NR,201511,8912
JO,201602,65055
CB,201604,38001
GT,201605,9087
GI,201606,6816
IO,201606,17
ZI,201607,115968
ML,201607,24386
VM,201609,119254
VM,201611,116111
FJ,201612,16094
LY,201701,50425
NU,201701,11164
SZ,201703,80884
BT,201707,11402
VM,201708,72412
PU,201507,588
FM,201706,389
CN,201608,129
NU,201710,62
ET,201711,69
AC,201603,2745
DO,201608,1062
TZ,201709,17322
SZ,201711,336
JN,201705,2
TI,201711,8
AJ,201502,12636
FM,201502,471
BY,201503,6866
BL,201503,4652
OC,201503,4281
TX,201504,6715
NC,201604,569
KE,201605,158344
UY,201605,4775
NZ,201607,98748
LY,201609,74561
GJ,201610,5829
TO,201701,1708
CF,201703,26118
GP,201703,118
NH,201706,2060
NG,201707,9931
HU,201708,12528
FR,201709,255823
FM,201709,202
PM,201709,7841
AQ,201511,756
GP,201502,164
FG,201509,228
FO,201702,216
,201504,1540604
GJ,201512,2944
AC,201602,4250
BT,201608,4683
ES,201611,10183
CI,201612,33598
TU,201704,385913
TT,201708,945
LS,201604,507
IM,201607,100
NF,201604,159
JN,201704,16
NP,201503,42423
TH,201504,103986
PO,201504,24466
BO,201504,19764
VQ,201504,2265
MC,201505,2021
IR,201506,314888
ML,201506,33407
PO,201507,21797
DR,201507,17785
GV,201509,7063
DJ,201509,4205
AM,201510,34710
RP,201511,297301
GG,201602,6661
MN,201603,5121
ML,201605,12962
CB,201606,38698
WA,201607,7699
SW,201607,39880
NG,201607,14138
BA,201607,29566
SC,201608,311
DR,201609,6281
MJ,201611,4694
ML,201611,16951
HA,201612,24022
HK,201701,30060
KS,201701,175704
FI,201703,17431
BC,201703,7749
GM,201705,290666
RO,201708,27962
EK,201709,933
OC,201506,2014
AA,201704,267
IO,201607,117
RO,201602,21971
AJ,201602,27956
KG,201603,8994
SI,201610,2677
ST,201703,2120
MY,201711,600
TV,201611,126
TL,201705,27
FQ,201512,8
GB,201711,4
BO,201502,21583
MB,201504,383
CD,201505,10636
CM,201505,12901
HU,201506,47998
PS,201506,2467
GH,201507,112431
VI,201507,757
YM,201508,123784
OD,201508,58281
IR,201509,436756
GM,201510,368923
LI,201510,20518
AU,201602,63530
BU,201602,35498
BG,201603,112528
AG,201604,14799
AL,201604,10936
MZ,201609,13830
WS,201609,4780
UV,201610,8520
UP,201611,63304
DO,201701,1433
CV,201701,518
GR,201702,83979
SU,201702,43678
RB,201702,10049
BD,201703,2893
PE,201707,20957
CU,201708,49817
KR,201504,459
MH,201508,439
MB,201511,246
SC,201506,285
TK,201606,45
KT,201609,459
SO,201511,68908
PO,201511,41652
AV,201604,415
DJ,201612,4656
,201701,1523460
KV,201606,2682
NT,201605,22
FG,201510,173
NE,201602,47
AE,201503,92557
TW,201503,39254
WE,201503,20544
CJ,201504,3592
NP,201506,72093
PM,201507,15717
ER,201508,9715
PE,201512,35935
CB,201512,33258
BU,201512,25395
IR,201601,978824
NO,201602,29527
UV,201602,28028
KR,201603,651
RI,201605,7249
IN,201606,931482
CA,201607,494146
SY,201607,385468
JE,201608,23725
RO,201610,36723
AY,201610,3383
MV,201611,3186
DJ,201701,6722
ET,201703,33171
PM,201704,17732
MK,201705,8062
CD,201705,18979
WS,201706,4213
IT,201708,146385
TP,201708,93
HK,201709,15805
IO,201503,43
FP,201510,352
PF,201704,6
SM,201706,256
TP,201609,64
PK,201510,381392
AF,201511,248871
LY,201604,106979
LE,201606,60469
EI,201608,174746
FO,201507,805
IP,201603,4
EC,201502,1928
NI,201503,571188
OD,201504,14809
KZ,201505,14356
MZ,201505,14372
SL,201506,11045
LH,201508,9888
MG,201509,5489
IZ,201512,411498
AU,201512,46187
NG,201512,12188
PK,201602,369941
CF,201603,17227
RW,201604,26287
GZ,201605,10911
TT,201606,1201
BD,201607,3480
MJ,201608,1995
RS,201609,637329
VM,201701,106553
PK,201701,333086
IV,201701,42821
MI,201704,13801
VM,201705,94691
SG,201705,7840
NS,201707,979
BC,201707,7566
AL,201708,14514
VQ,201708,1817
NI,201711,1347
MN,201601,1133
JQ,201508,27
BP,201704,892
UY,201710,579
AJ,201604,119718
NF,201706,42
TP,201505,135
TU,201502,107931
CY,201502,5115
WE,201502,6628
AJ,201503,29714
NL,201504,82874
AY,201504,1082
AJ,201506,26388
AA,201507,1064
ES,201508,13287
RP,201510,224189
KG,201511,12298
CJ,201511,4706
PA,201601,1226
EN,201603,6244
PK,201605,417368
MJ,201605,4601
MI,201606,21666
IT,201607,212888
DJ,201608,5473
UV,201608,3581
ST,201609,2626
BF,201610,22694
NR,201612,1886
CU,201702,47909
FP,201703,697
GZ,201703,4905
IN,201705,767186
CG,201705,5170
CS,201707,6601
LY,201709,22078
GH,201710,461
NG,201710,163
AN,201509,566
MB,201604,597
BK,201710,67
AR,201710,80
RO,201603,29049
MO,201612,27355
RW,201703,20571
IO,201512,4
DQ,201611,2
KS,201502,36131
PL,201503,39983
HK,201503,41544
LH,201504,12443
LY,201504,141693
ER,201504,8641
NH,201504,6304
LI,201505,31208
BB,201505,6431
VE,201505,21181
AL,201505,28918
BC,201506,11868
CU,201507,173236
TW,201507,42391
KE,201508,102435
LE,201510,63251
GZ,201511,4786
HK,201512,39917
GH,201601,94937
AV,201601,457
AS,201604,1294908
MC,201604,2141
TN,201605,1789
NO,201607,41705
LA,201607,39501
ML,201608,22599
GT,201608,14495
PK,201609,508549
MO,201610,43466
LE,201702,66379
ET,201702,22234
BY,201703,6010
VT,201703,5265
MU,201704,13997
ER,201706,9784
KE,201708,197718
LS,201601,163
RE,201610,1033
DO,201707,623
SB,201604,6
GI,201708,1518
BE,201511,192066
BX,201606,27036
GJ,201611,6400
TZ,201704,18431
LS,201512,427
SH,201608,67
IO,201506,233
IM,201701,136
EC,201710,79
VI,201711,2
CA,201502,218573
PU,201504,415
PO,201505,22041
NG,201506,22206
MV,201507,10207
GL,201508,2796
CG,201509,5264
GT,201510,35977
HR,201511,37337
HA,201512,27526
PO,201601,32862
US,201608,10600853
NO,201609,65572
GR,201609,99833
FI,201609,21697
GA,201609,8790
VE,201610,62841
BE,201610,117570
MT,201610,18666
NI,201612,443754
JE,201612,26422
CT,201612,5799
AQ,201701,2171
EN,201703,13148
KN,201705,331747
RB,201705,7754
QA,201706,356920
PL,201707,191314
RI,201707,6319
KS,201708,203756
BF,201708,11404
SH,201506,939
CN,201603,256
PG,201611,28
NF,201701,48
GH,201612,106561
CQ,201701,94
SB,201505,12
RM,201504,2040
RE,201505,451
CD,201507,33759
KZ,201508,15891
EG,201511,433763
MN,201511,1365
HA,201602,32279
MB,201602,657
RM,201602,4867
BE,201605,91250
CJ,201605,4341
IZ,201606,330388
NZ,201608,110442
TL,201609,92
CF,201609,19849
UZ,201611,8700
TZ,201612,25309
WI,201701,1509
BC,201704,5863
BA,201704,19512
MT,201705,19912
CI,201706,13593
AG,201707,8225
HR,201708,7947
AS,201709,478321
NL,201710,391
CF,201711,352
LO,201602,3468
AO,201605,11791
TD,201702,15360
RW,201704,14128
BR,201710,883
MF,201606,155
KG,201711,2
BD,201502,1735
NS,201502,245
CA,201503,591962
AM,201503,43921
YM,201504,365312
WS,201504,5071
UZ,201505,10959
ES,201506,5782
FO,201508,1145
GT,201509,94730
SW,201512,52441
MH,201601,110
AL,201602,18977
GJ,201602,2740
CV,201602,1526
WE,201603,49440
KV,201603,5548
SZ,201604,110290
FP,201604,1349
VQ,201605,2251
KN,201611,53489
RE,201701,446
SI,201704,1854
CA,201707,429679
AM,201707,16380
PL,201708,56145
DA,201708,46371
GG,201709,2729
AL,201709,5219
NC,201601,522
VI,201704,615
AV,201608,344
HA,201711,32
AM,201711,92
MC,201511,2159
RO,201606,32491
RM,201606,1554
VT,201610,4066
FK,201507,66
MH,201504,400
NH,201711,4
WE,201710,43
BO,201710,281
SH,201701,18
NF,201612,38
