MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,AS,4644073,55572
dailytelegraph.com.au,AS,4644073,96532
japantimes.co.jp,AS,4644073,2716
thehindu.com,AS,4644073,2421
washingtonpost.com,AS,4644073,5302
thejakartapost.com,AS,4644073,3398
rt.com,AS,4644073,1317
chinadaily.com.cn,AS,4644073,1953
gulfnews.com,AS,4644073,5911
timesofisrael.com,AS,4644073,1138
france24.com,AS,4644073,2651
kenyastar.com,AS,4644073,387
timesofisrael.com,BE,717021,1523
france24.com,BE,717021,2785
theguardian.com,BE,717021,3349
washingtonpost.com,BE,717021,3083
japantimes.co.jp,BE,717021,946
chinadaily.com.cn,BE,717021,829
gulfnews.com,BE,717021,1660
dailytelegraph.com.au,BE,717021,870
rt.com,BE,717021,1229
thejakartapost.com,BE,717021,562
thehindu.com,BE,717021,838
kenyastar.com,BE,717021,108
france24.com,MA,34738,88
theguardian.com,MA,34738,150
washingtonpost.com,MA,34738,93
chinadaily.com.cn,MA,34738,45
gulfnews.com,MA,34738,41
kenyastar.com,MA,34738,150
thejakartapost.com,MA,34738,25
dailytelegraph.com.au,MA,34738,82
timesofisrael.com,MA,34738,17
thehindu.com,MA,34738,36
japantimes.co.jp,MA,34738,18
rt.com,MA,34738,7
theguardian.com,WZ,47943,57
gulfnews.com,WZ,47943,16
washingtonpost.com,WZ,47943,18
dailytelegraph.com.au,WZ,47943,15
kenyastar.com,WZ,47943,4
thejakartapost.com,WZ,47943,8
thehindu.com,WZ,47943,8
japantimes.co.jp,WZ,47943,1
rt.com,WZ,47943,5
france24.com,WZ,47943,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,AC,30773,20
dailytelegraph.com.au,AC,30773,34
france24.com,AC,30773,10
theguardian.com,AC,30773,29
washingtonpost.com,AC,30773,61
thehindu.com,AC,30773,4
thejakartapost.com,AC,30773,2
japantimes.co.jp,AC,30773,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,AN,3156,27
gulfnews.com,AN,3156,19
france24.com,AN,3156,10
dailytelegraph.com.au,AN,3156,1
theguardian.com,AN,3156,5
chinadaily.com.cn,AN,3156,3
thehindu.com,KS,1003571,1438
timesofisrael.com,KS,1003571,371
japantimes.co.jp,KS,1003571,4596
chinadaily.com.cn,KS,1003571,3057
theguardian.com,KS,1003571,1595
france24.com,KS,1003571,1843
washingtonpost.com,KS,1003571,4675
thejakartapost.com,KS,1003571,1711
gulfnews.com,KS,1003571,2288
dailytelegraph.com.au,KS,1003571,867
rt.com,KS,1003571,751
kenyastar.com,KS,1003571,363
dailytelegraph.com.au,NI,4335693,424
chinadaily.com.cn,NI,4335693,273
washingtonpost.com,NI,4335693,3337
thehindu.com,NI,4335693,1022
theguardian.com,NI,4335693,2298
thejakartapost.com,NI,4335693,334
france24.com,NI,4335693,2287
japantimes.co.jp,NI,4335693,1088
timesofisrael.com,NI,4335693,275
kenyastar.com,NI,4335693,296
gulfnews.com,NI,4335693,2438
rt.com,NI,4335693,258
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,KG,125448,118
theguardian.com,KG,125448,109
chinadaily.com.cn,KG,125448,269
thehindu.com,KG,125448,51
rt.com,KG,125448,74
washingtonpost.com,KG,125448,89
france24.com,KG,125448,73
timesofisrael.com,KG,125448,21
dailytelegraph.com.au,KG,125448,41
thejakartapost.com,KG,125448,11
japantimes.co.jp,KG,125448,39
kenyastar.com,KG,125448,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,TT,20420,238
chinadaily.com.cn,TT,20420,107
washingtonpost.com,TT,20420,47
theguardian.com,TT,20420,64
france24.com,TT,20420,18
japantimes.co.jp,TT,20420,23
dailytelegraph.com.au,TT,20420,52
gulfnews.com,TT,20420,13
rt.com,TT,20420,6
thehindu.com,TT,20420,4
timesofisrael.com,TT,20420,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,BO,262184,397
japantimes.co.jp,BO,262184,99
france24.com,BO,262184,221
timesofisrael.com,BO,262184,102
theguardian.com,BO,262184,230
thehindu.com,BO,262184,75
chinadaily.com.cn,BO,262184,198
washingtonpost.com,BO,262184,447
gulfnews.com,BO,262184,150
kenyastar.com,BO,262184,26
dailytelegraph.com.au,BO,262184,37
thejakartapost.com,BO,262184,51
dailytelegraph.com.au,NO,341364,289
theguardian.com,NO,341364,1252
washingtonpost.com,NO,341364,1044
gulfnews.com,NO,341364,631
timesofisrael.com,NO,341364,587
japantimes.co.jp,NO,341364,254
france24.com,NO,341364,654
thejakartapost.com,NO,341364,204
thehindu.com,NO,341364,337
rt.com,NO,341364,521
chinadaily.com.cn,NO,341364,109
kenyastar.com,NO,341364,52
timesofisrael.com,SY,3452009,10831
theguardian.com,SY,3452009,10664
france24.com,SY,3452009,12647
washingtonpost.com,SY,3452009,19650
kenyastar.com,SY,3452009,548
dailytelegraph.com.au,SY,3452009,4066
thehindu.com,SY,3452009,3735
japantimes.co.jp,SY,3452009,7596
gulfnews.com,SY,3452009,13927
thejakartapost.com,SY,3452009,2593
rt.com,SY,3452009,9115
chinadaily.com.cn,SY,3452009,1654
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,ER,68819,111
theguardian.com,ER,68819,580
washingtonpost.com,ER,68819,245
thejakartapost.com,ER,68819,24
thehindu.com,ER,68819,28
kenyastar.com,ER,68819,54
france24.com,ER,68819,128
timesofisrael.com,ER,68819,165
rt.com,ER,68819,40
japantimes.co.jp,ER,68819,41
dailytelegraph.com.au,ER,68819,12
chinadaily.com.cn,ER,68819,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,CO,319338,713
theguardian.com,CO,319338,1024
chinadaily.com.cn,CO,319338,223
france24.com,CO,319338,1979
washingtonpost.com,CO,319338,2278
japantimes.co.jp,CO,319338,291
thejakartapost.com,CO,319338,195
dailytelegraph.com.au,CO,319338,492
kenyastar.com,CO,319338,66
thehindu.com,CO,319338,289
timesofisrael.com,CO,319338,65
rt.com,CO,319338,100
dailytelegraph.com.au,IM,2014,15
theguardian.com,IM,2014,5
thejakartapost.com,IM,2014,3
gulfnews.com,IM,2014,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,IZ,1890111,13615
theguardian.com,IZ,1890111,5438
rt.com,IZ,1890111,3797
japantimes.co.jp,IZ,1890111,4244
dailytelegraph.com.au,IZ,1890111,2275
france24.com,IZ,1890111,5709
timesofisrael.com,IZ,1890111,3528
gulfnews.com,IZ,1890111,7977
kenyastar.com,IZ,1890111,332
thejakartapost.com,IZ,1890111,1114
thehindu.com,IZ,1890111,2297
chinadaily.com.cn,IZ,1890111,759
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
chinadaily.com.cn,UY,46870,58
theguardian.com,UY,46870,139
timesofisrael.com,UY,46870,61
thejakartapost.com,UY,46870,37
japantimes.co.jp,UY,46870,35
gulfnews.com,UY,46870,80
washingtonpost.com,UY,46870,267
kenyastar.com,UY,46870,11
france24.com,UY,46870,87
dailytelegraph.com.au,UY,46870,11
thehindu.com,UY,46870,26
rt.com,UY,46870,27
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,OC,15392,31
washingtonpost.com,OC,15392,36
thehindu.com,OC,15392,67
france24.com,OC,15392,14
thejakartapost.com,OC,15392,54
dailytelegraph.com.au,OC,15392,8
kenyastar.com,OC,15392,7
chinadaily.com.cn,OC,15392,5
theguardian.com,OC,15392,8
japantimes.co.jp,OC,15392,4
timesofisrael.com,OC,15392,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,NG,120271,333
theguardian.com,NG,120271,268
gulfnews.com,NG,120271,222
france24.com,NG,120271,411
timesofisrael.com,NG,120271,34
rt.com,NG,120271,29
japantimes.co.jp,NG,120271,123
thejakartapost.com,NG,120271,10
thehindu.com,NG,120271,37
chinadaily.com.cn,NG,120271,15
dailytelegraph.com.au,NG,120271,30
kenyastar.com,NG,120271,9
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,JE,188996,743
dailytelegraph.com.au,JE,188996,90
chinadaily.com.cn,JE,188996,21
france24.com,JE,188996,40
theguardian.com,JE,188996,213
timesofisrael.com,JE,188996,86
gulfnews.com,JE,188996,78
thehindu.com,JE,188996,39
kenyastar.com,JE,188996,8
rt.com,JE,188996,44
japantimes.co.jp,JE,188996,28
thejakartapost.com,JE,188996,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,AR,251922,730
timesofisrael.com,AR,251922,497
rt.com,AR,251922,244
thejakartapost.com,AR,251922,90
washingtonpost.com,AR,251922,1476
dailytelegraph.com.au,AR,251922,127
theguardian.com,AR,251922,633
japantimes.co.jp,AR,251922,220
gulfnews.com,AR,251922,323
thehindu.com,AR,251922,161
chinadaily.com.cn,AR,251922,243
kenyastar.com,AR,251922,29
washingtonpost.com,CF,121180,945
theguardian.com,CF,121180,371
gulfnews.com,CF,121180,426
thejakartapost.com,CF,121180,29
chinadaily.com.cn,CF,121180,13
france24.com,CF,121180,525
kenyastar.com,CF,121180,71
thehindu.com,CF,121180,82
japantimes.co.jp,CF,121180,99
dailytelegraph.com.au,CF,121180,100
timesofisrael.com,CF,121180,22
rt.com,CF,121180,26
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,RM,18152,77
rt.com,RM,18152,5
france24.com,RM,18152,30
theguardian.com,RM,18152,64
dailytelegraph.com.au,RM,18152,18
japantimes.co.jp,RM,18152,26
gulfnews.com,RM,18152,43
thehindu.com,RM,18152,19
timesofisrael.com,RM,18152,9
kenyastar.com,RM,18152,4
thejakartapost.com,RM,18152,7
washingtonpost.com,TK,1163,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,LU,85835,261
theguardian.com,LU,85835,431
washingtonpost.com,LU,85835,162
japantimes.co.jp,LU,85835,64
thehindu.com,LU,85835,38
chinadaily.com.cn,LU,85835,80
gulfnews.com,LU,85835,162
rt.com,LU,85835,92
timesofisrael.com,LU,85835,29
kenyastar.com,LU,85835,5
dailytelegraph.com.au,LU,85835,59
thejakartapost.com,LU,85835,45
dailytelegraph.com.au,NF,769,22
theguardian.com,NF,769,35
kenyastar.com,SZ,685031,100
theguardian.com,SZ,685031,2023
gulfnews.com,SZ,685031,1784
rt.com,SZ,685031,728
timesofisrael.com,SZ,685031,909
thehindu.com,SZ,685031,1172
washingtonpost.com,SZ,685031,2164
thejakartapost.com,SZ,685031,450
france24.com,SZ,685031,1775
dailytelegraph.com.au,SZ,685031,469
chinadaily.com.cn,SZ,685031,709
japantimes.co.jp,SZ,685031,648
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
timesofisrael.com,IS,3522487,111986
japantimes.co.jp,IS,3522487,2335
gulfnews.com,IS,3522487,10591
rt.com,IS,3522487,5961
theguardian.com,IS,3522487,6171
washingtonpost.com,IS,3522487,17388
thejakartapost.com,IS,3522487,1933
france24.com,IS,3522487,10104
thehindu.com,IS,3522487,2998
chinadaily.com.cn,IS,3522487,968
dailytelegraph.com.au,IS,3522487,1039
kenyastar.com,IS,3522487,559
thehindu.com,MP,43659,314
washingtonpost.com,MP,43659,40
thejakartapost.com,MP,43659,15
theguardian.com,MP,43659,74
gulfnews.com,MP,43659,40
rt.com,MP,43659,8
france24.com,MP,43659,10
dailytelegraph.com.au,MP,43659,14
chinadaily.com.cn,MP,43659,33
timesofisrael.com,MP,43659,7
japantimes.co.jp,MP,43659,7
kenyastar.com,MP,43659,16
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
chinadaily.com.cn,AF,1766832,776
washingtonpost.com,AF,1766832,10990
timesofisrael.com,AF,1766832,963
gulfnews.com,AF,1766832,5199
theguardian.com,AF,1766832,4029
japantimes.co.jp,AF,1766832,1941
thehindu.com,AF,1766832,4221
thejakartapost.com,AF,1766832,810
france24.com,AF,1766832,3212
rt.com,AF,1766832,2326
dailytelegraph.com.au,AF,1766832,1065
kenyastar.com,AF,1766832,163
gulfnews.com,JA,1717682,3879
chinadaily.com.cn,JA,1717682,5888
japantimes.co.jp,JA,1717682,37573
thejakartapost.com,JA,1717682,3070
washingtonpost.com,JA,1717682,7167
dailytelegraph.com.au,JA,1717682,1655
thehindu.com,JA,1717682,3579
france24.com,JA,1717682,3042
timesofisrael.com,JA,1717682,579
theguardian.com,JA,1717682,3591
rt.com,JA,1717682,1957
kenyastar.com,JA,1717682,380
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,BB,86287,55
theguardian.com,BB,86287,91
timesofisrael.com,BB,86287,15
chinadaily.com.cn,BB,86287,4
gulfnews.com,BB,86287,18
japantimes.co.jp,BB,86287,2
france24.com,BB,86287,14
thejakartapost.com,BB,86287,9
dailytelegraph.com.au,BB,86287,21
thehindu.com,BB,86287,3
rt.com,BB,86287,2
washingtonpost.com,CQ,1424,9
timesofisrael.com,CQ,1424,2
japantimes.co.jp,CQ,1424,1
rt.com,CQ,1424,4
france24.com,CQ,1424,1
theguardian.com,CQ,1424,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,PP,84482,40
dailytelegraph.com.au,PP,84482,424
washingtonpost.com,PP,84482,91
france24.com,PP,84482,40
gulfnews.com,PP,84482,130
thejakartapost.com,PP,84482,129
theguardian.com,PP,84482,522
chinadaily.com.cn,PP,84482,39
japantimes.co.jp,PP,84482,17
thehindu.com,PP,84482,48
timesofisrael.com,PP,84482,7
kenyastar.com,PP,84482,8
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thehindu.com,CD,136753,53
rt.com,CD,136753,30
france24.com,CD,136753,285
washingtonpost.com,CD,136753,716
kenyastar.com,CD,136753,96
gulfnews.com,CD,136753,173
theguardian.com,CD,136753,245
timesofisrael.com,CD,136753,30
japantimes.co.jp,CD,136753,112
thejakartapost.com,CD,136753,38
dailytelegraph.com.au,CD,136753,72
chinadaily.com.cn,CD,136753,19
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,AO,120988,238
france24.com,AO,120988,181
gulfnews.com,AO,120988,131
kenyastar.com,AO,120988,21
rt.com,AO,120988,34
theguardian.com,AO,120988,335
chinadaily.com.cn,AO,120988,38
thejakartapost.com,AO,120988,26
japantimes.co.jp,AO,120988,63
dailytelegraph.com.au,AO,120988,25
thehindu.com,AO,120988,31
timesofisrael.com,AO,120988,8
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,ST,25057,8
washingtonpost.com,ST,25057,3
thehindu.com,ST,25057,2
thejakartapost.com,ST,25057,1
kenyastar.com,ST,25057,3
theguardian.com,ST,25057,5
dailytelegraph.com.au,ST,25057,1
france24.com,ST,25057,4
chinadaily.com.cn,ST,25057,1
timesofisrael.com,ST,25057,1
